seismic_zone,ground_acceleration_g,p_wave_velocity_kms,s_wave_velocity_kms,recent_quakes_30d,max_recent_magnitude,fault_distance_km,soil_type,building_age_years,bedrock_depth_m,historical_count_5y,population_density,hour_of_day,month,risk_level
2,0.595,4.59,3.25,4,2.6,28.4,4,76,36.3,12,3528.0,0,2,2
2,0.023,5.47,2.93,4,2.9,84.9,4,69,55.5,7,1517.0,16,3,1
3,0.073,4.95,3.3,5,4.7,73.9,2,0,18.0,17,851.0,7,12,1
5,0.19,5.25,3.31,9,3.1,54.0,4,60,104.0,19,727.0,18,3,2
4,0.349,5.68,2.49,9,3.3,97.0,4,28,102.9,24,4524.0,8,9,2
4,0.016,5.33,2.66,7,4.0,63.8,2,58,74.3,18,4788.0,0,3,2
3,0.068,4.48,2.75,3,4.0,116.8,1,7,88.8,16,495.0,21,5,1
2,0.03,5.54,3.31,7,3.2,82.6,4,80,67.6,5,5060.0,3,4,1
4,0.104,4.88,3.0,5,3.0,100.0,4,28,41.6,19,5874.0,13,6,2
4,0.353,5.51,3.98,4,3.5,155.6,3,30,42.8,19,5050.0,17,5,2
3,0.472,5.11,2.88,6,4.8,85.7,3,9,60.1,20,2593.0,14,4,2
4,0.967,4.0,2.95,7,3.9,8.2,4,91,44.9,13,1786.0,0,6,3
4,0.312,4.13,2.72,7,5.2,91.0,4,15,46.3,16,4188.0,12,12,2
3,0.209,5.16,2.97,10,2.6,99.8,4,72,24.3,12,3681.0,14,6,2
4,1.009,5.28,3.37,7,2.1,50.2,4,19,41.8,10,5540.0,19,7,3
2,0.404,5.27,2.99,5,3.3,123.8,4,52,44.3,9,4251.0,16,9,1
3,0.229,4.98,2.51,3,4.3,113.5,1,17,41.9,14,916.0,18,2,1
3,0.233,5.07,2.9,10,3.4,59.9,4,76,36.2,23,887.0,3,1,2
2,0.031,4.84,2.85,5,3.4,97.9,3,76,37.9,10,3966.0,23,4,1
2,0.165,5.17,2.4,6,2.7,117.1,1,43,23.9,8,1080.0,13,8,0
4,0.261,5.31,2.44,6,3.4,106.1,2,26,40.1,16,3536.0,12,3,1
2,0.035,3.69,3.21,5,2.7,103.0,2,70,87.1,9,5070.0,19,5,0
3,0.446,4.91,2.85,6,2.5,66.3,1,23,35.1,9,3132.0,3,2,2
2,0.207,5.62,3.08,7,4.0,64.7,4,93,24.8,7,952.0,6,2,1
4,0.216,4.85,3.34,7,5.1,66.8,4,82,39.7,20,857.0,2,12,2
5,0.14,5.27,2.96,12,5.0,152.0,3,98,24.8,19,6096.0,16,12,2
3,0.874,4.53,3.19,11,4.4,98.6,2,23,55.7,10,2131.0,19,4,2
3,0.462,5.41,3.24,5,3.4,118.6,3,79,19.7,17,2649.0,1,9,1
5,0.758,4.99,3.81,14,7.0,132.4,2,94,29.2,23,3756.0,21,7,2
4,0.06,4.67,2.67,7,3.2,128.8,2,25,87.9,16,2254.0,23,2,1
3,0.12,4.91,3.1,8,4.1,84.4,4,23,87.1,14,3297.0,18,2,2
3,0.049,4.54,3.68,5,4.4,85.2,2,64,43.4,15,2230.0,11,8,1
2,0.78,5.56,3.16,4,3.1,139.5,4,88,48.1,21,2628.0,11,4,1
5,0.316,6.11,3.19,13,2.3,57.0,1,3,35.9,29,2001.0,11,9,2
2,0.116,5.02,3.74,2,2.5,173.5,2,63,42.4,10,4127.0,11,3,0
2,0.15,4.65,2.95,2,2.3,165.7,3,55,17.5,9,1279.0,12,3,0
2,0.179,5.44,2.67,5,2.0,73.4,1,56,56.8,11,1440.0,4,10,0
3,0.315,4.87,2.99,5,4.4,90.2,1,37,51.2,12,2308.0,22,1,1
3,0.149,5.51,3.04,4,3.3,21.1,4,71,36.3,11,2052.0,2,2,2
2,0.34,4.75,3.24,4,3.9,25.0,2,26,13.2,6,1573.0,3,7,1
3,0.193,4.33,3.17,6,4.9,121.3,2,78,38.1,19,3442.0,7,9,1
5,0.439,5.61,3.41,10,2.4,145.6,3,89,31.0,23,2680.0,16,11,2
4,0.394,4.86,3.31,6,3.3,38.9,1,76,78.8,21,2086.0,5,7,2
2,0.053,5.36,2.62,5,3.7,44.7,1,43,48.4,6,2119.0,22,12,1
3,0.028,4.84,3.05,5,3.4,34.8,1,45,66.7,7,5209.0,9,10,1
5,0.14,4.62,3.39,5,3.3,151.0,4,0,46.4,30,4742.0,10,4,2
4,0.715,5.33,2.61,7,4.4,205.4,2,51,68.7,26,4210.0,18,3,2
4,0.875,5.19,2.82,6,3.5,19.9,1,71,51.0,19,4425.0,23,6,3
3,0.04,4.91,3.04,1,4.8,128.1,2,45,41.6,14,3569.0,8,5,0
2,0.425,4.87,3.28,8,2.4,129.3,1,60,48.8,11,4553.0,12,7,1
2,0.075,4.18,3.07,7,2.8,190.1,4,18,79.5,7,3838.0,9,12,1
3,0.66,4.57,2.88,9,2.4,162.1,1,4,22.4,16,2003.0,12,5,2
3,0.237,5.08,3.33,7,3.8,69.8,1,48,58.8,19,1244.0,0,5,1
5,0.001,4.45,2.79,10,6.5,61.9,4,70,36.3,25,5727.0,12,3,2
2,0.081,4.4,3.39,5,2.8,220.0,1,90,61.0,11,3665.0,19,10,0
3,0.239,4.76,2.44,4,3.9,52.7,1,31,27.1,20,3582.0,9,5,1
3,0.519,4.83,3.38,5,4.0,56.6,1,76,40.8,25,2503.0,21,12,2
3,0.298,4.2,3.14,6,3.7,38.3,4,85,58.6,18,709.0,15,10,2
5,0.046,4.59,3.32,14,4.5,91.7,3,58,33.6,21,4795.0,15,7,2
4,1.025,5.25,3.27,6,4.8,182.2,4,98,51.5,21,3258.0,18,11,2
3,0.516,4.51,2.8,7,4.5,80.8,1,88,48.0,11,4221.0,9,12,2
4,0.643,4.74,2.96,7,5.1,80.7,1,37,17.6,16,5618.0,18,3,2
2,0.492,4.52,2.66,8,2.4,188.0,4,87,46.2,6,3639.0,20,8,1
3,0.098,5.22,2.84,5,3.6,81.6,3,13,27.1,14,2720.0,13,12,1
2,0.352,5.34,3.89,5,2.2,165.4,4,27,75.6,6,5630.0,18,7,1
4,0.048,5.34,3.24,7,5.2,119.3,4,28,79.6,17,4848.0,4,6,2
3,0.099,4.4,3.01,3,4.8,97.5,3,24,40.4,11,4175.0,5,12,1
4,1.133,4.53,3.08,4,4.2,153.9,1,44,62.9,17,1496.0,21,12,2
3,0.134,4.73,3.08,7,3.8,138.1,1,30,41.4,16,4349.0,8,1,1
2,0.107,4.93,2.79,3,2.2,54.7,1,54,12.7,10,883.0,4,8,0
2,0.157,4.76,3.07,3,3.5,21.6,3,14,51.2,9,3974.0,12,7,1
2,0.405,4.97,2.71,4,2.4,76.9,4,14,45.7,8,3136.0,6,12,1
2,0.073,4.23,3.73,8,3.3,92.4,4,24,32.8,16,4786.0,6,7,1
5,1.352,4.95,3.21,12,2.5,212.9,3,11,29.2,21,4193.0,19,9,3
4,0.121,4.48,2.76,4,3.4,33.9,2,18,56.7,18,5726.0,1,3,2
4,0.054,4.85,2.33,11,2.9,115.1,4,79,46.6,21,1604.0,19,8,2
3,0.829,5.77,3.12,6,3.2,91.3,4,61,28.7,13,948.0,11,10,2
3,0.231,4.85,3.04,5,3.9,61.1,2,7,69.2,13,1748.0,3,11,1
3,0.138,5.28,2.59,7,3.2,174.6,1,19,61.6,24,4090.0,16,8,1
3,0.567,4.03,3.35,5,3.1,87.2,2,57,39.5,14,4024.0,21,2,2
5,0.257,5.31,3.37,13,4.8,120.3,2,33,41.0,24,1664.0,19,9,2
4,0.645,4.94,3.19,4,5.2,50.0,4,18,22.1,21,3413.0,17,12,2
4,0.287,4.91,2.7,8,2.5,91.3,1,86,52.3,20,4940.0,13,2,2
3,0.14,4.93,2.76,9,3.1,41.5,3,29,31.6,14,4862.0,8,12,2
3,0.287,5.84,2.84,5,2.9,143.7,2,64,145.5,12,1804.0,13,8,1
4,0.23,4.63,3.0,8,3.1,85.0,2,16,48.9,17,1456.0,2,3,2
4,0.542,5.25,2.69,7,2.9,42.8,4,4,24.4,21,4395.0,13,5,3
5,0.324,5.04,3.34,14,5.5,110.7,1,58,50.6,21,2855.0,3,10,2
3,0.119,4.35,2.75,8,3.9,122.0,1,69,10.6,14,4719.0,12,7,1
3,0.532,5.42,2.72,9,2.5,137.5,2,91,97.3,14,3221.0,1,8,2
3,0.432,4.73,2.71,9,3.7,89.9,4,74,26.8,10,3543.0,6,4,2
5,0.132,5.85,3.05,13,5.2,128.1,4,27,44.7,19,4675.0,15,6,2
2,0.212,4.92,2.32,5,3.7,28.8,4,18,57.0,4,4392.0,13,2,1
3,0.417,5.65,2.47,7,2.1,237.8,4,51,35.0,19,3412.0,1,3,2
3,0.776,5.01,2.87,4,3.6,189.3,3,12,55.1,12,2203.0,3,8,2
2,0.315,4.97,3.07,1,2.7,219.2,4,35,47.4,6,3355.0,6,11,1
4,0.166,4.91,2.85,14,4.3,125.3,3,62,20.2,26,4878.0,1,1,2
2,0.294,5.32,2.51,3,2.4,90.0,1,11,40.0,11,1457.0,19,1,0
4,0.13,4.91,3.49,8,3.4,85.9,3,25,57.2,26,4526.0,22,12,2
4,1.035,5.02,2.89,6,2.1,89.0,1,8,59.5,19,3494.0,9,8,2
4,0.284,5.13,3.24,12,5.5,89.8,1,35,55.9,28,4362.0,0,5,2
3,0.22,4.6,2.96,5,5.0,148.0,2,9,45.4,10,5002.0,20,12,1
2,0.327,5.78,2.71,3,2.8,146.4,3,34,44.7,8,3526.0,5,3,1
2,0.026,4.86,3.12,5,2.6,96.3,4,9,102.0,7,1696.0,22,1,1
3,0.092,4.77,2.64,3,2.5,67.0,4,36,18.3,18,4738.0,0,5,2
5,0.061,4.93,3.37,11,6.1,97.5,2,1,32.7,20,5356.0,15,11,2
2,0.056,3.76,2.55,6,3.9,12.0,1,68,73.2,16,3306.0,15,6,1
4,0.26,5.57,2.41,11,5.0,90.4,3,66,58.4,24,3611.0,22,10,2
2,0.116,5.24,3.08,4,2.2,100.7,3,29,14.3,6,2698.0,11,7,0
3,0.124,4.6,2.92,11,4.5,46.0,2,58,42.3,14,1593.0,5,8,2
3,0.315,4.65,3.02,3,2.4,129.4,3,67,104.4,19,5034.0,21,4,1
5,0.064,5.52,3.15,8,6.1,82.6,2,79,118.4,20,1956.0,0,9,2
4,0.006,5.15,3.12,10,2.9,45.7,2,95,13.5,21,4504.0,4,5,2
3,0.742,5.09,2.77,7,4.4,205.0,3,8,31.6,16,644.0,23,1,2
3,0.234,4.74,3.16,6,4.9,119.4,3,37,26.6,18,4689.0,16,11,1
3,0.072,5.82,2.3,6,4.9,305.7,4,49,35.4,10,5209.0,5,6,2
3,0.13,5.19,2.94,2,4.5,93.7,4,7,37.3,12,208.0,19,7,1
2,0.049,5.0,2.96,4,2.7,142.0,3,85,34.9,8,5644.0,21,10,0
2,0.266,4.64,2.92,5,2.6,133.0,4,6,52.8,5,3792.0,22,12,1
3,0.255,4.92,3.08,7,3.4,134.8,3,57,58.6,25,860.0,19,7,1
2,0.017,4.53,3.02,4,2.0,113.6,3,99,68.4,7,1645.0,1,2,0
3,0.152,5.78,3.67,11,2.4,201.5,2,89,42.1,15,950.0,3,1,1
4,0.055,4.81,2.85,11,4.9,31.5,4,7,25.2,19,1167.0,6,8,3
3,0.032,5.37,3.35,3,4.4,119.2,2,24,28.9,17,1984.0,10,8,1
3,0.036,5.04,3.22,6,4.8,65.6,1,99,44.6,13,4830.0,20,10,1
3,0.15,5.08,3.01,7,4.7,100.0,1,93,46.7,12,3614.0,7,1,1
3,0.072,4.83,3.04,7,2.4,157.5,4,62,47.7,15,5364.0,5,7,2
3,0.084,4.11,3.08,6,3.9,74.7,4,61,39.3,12,1158.0,14,10,2
5,0.059,4.86,2.85,13,2.1,63.7,2,38,48.8,23,4004.0,4,6,2
2,0.029,5.02,2.94,7,2.9,127.8,3,17,21.6,8,322.0,4,2,1
3,0.11,5.98,2.9,5,2.4,99.5,1,29,16.7,19,2926.0,7,6,1
2,0.577,4.87,3.12,4,3.5,80.4,1,50,29.6,7,883.0,21,8,1
2,0.165,4.61,2.78,3,3.1,107.1,1,58,18.4,12,1922.0,10,4,0
5,0.109,4.08,2.94,12,6.2,78.0,1,91,8.0,26,526.0,12,10,2
4,0.004,5.17,3.19,6,5.1,37.2,3,29,21.6,13,1544.0,3,3,2
4,0.236,5.36,2.99,7,4.9,157.8,1,18,49.4,13,293.0,15,7,1
3,0.057,5.68,3.32,9,4.0,136.9,1,63,65.1,16,2482.0,2,6,1
2,0.159,4.95,3.04,5,2.3,112.1,3,88,55.5,8,1890.0,8,10,0
4,0.112,5.83,3.41,10,5.7,125.8,3,69,37.8,19,821.0,10,5,2
2,0.352,5.58,2.92,4,3.8,186.2,2,31,48.9,17,3499.0,10,7,0
3,0.053,5.28,3.3,1,3.6,101.2,2,67,42.3,13,3288.0,16,10,0
2,0.311,4.46,3.08,3,4.0,173.7,4,73,28.3,16,5946.0,9,11,1
3,0.603,4.51,3.17,5,4.8,238.2,1,71,27.1,22,2646.0,1,5,1
5,0.091,5.62,2.93,6,6.0,73.1,2,99,50.8,19,2252.0,0,2,2
3,0.478,5.19,3.37,2,2.3,285.9,4,75,50.7,15,1342.0,22,2,1
5,3.203,5.45,3.15,8,6.0,108.2,4,47,68.8,24,4572.0,10,9,3
5,0.639,4.71,2.94,11,3.7,105.8,4,27,54.1,25,3362.0,16,5,3
3,0.017,5.0,2.67,13,5.0,149.9,4,14,52.1,16,5037.0,9,5,2
3,1.111,5.09,3.2,8,4.6,161.8,3,37,5.6,8,1503.0,11,10,2
3,0.58,5.13,3.24,9,2.3,86.8,1,0,45.8,10,1261.0,14,12,2
3,0.16,5.39,2.56,8,3.0,62.9,3,53,21.1,11,3537.0,11,12,2
3,0.386,5.36,3.08,7,4.2,117.6,4,83,46.0,17,4285.0,7,2,2
5,0.387,4.67,3.14,7,3.3,98.8,1,82,32.7,25,4546.0,21,4,2
5,0.659,4.99,3.46,8,2.6,84.8,1,92,39.6,28,3578.0,20,7,2
4,1.2,5.5,2.43,10,4.6,166.0,4,64,21.7,14,2378.0,15,8,2
2,0.177,5.43,3.48,7,3.4,50.0,3,96,43.0,14,179.0,7,3,1
3,0.239,5.22,3.3,8,5.0,207.1,2,73,68.6,9,4547.0,0,5,1
4,0.008,5.15,3.14,10,4.9,131.3,1,9,58.5,22,1012.0,15,3,1
3,0.251,5.96,3.07,6,3.3,102.8,4,90,33.1,19,2636.0,22,5,2
5,0.032,4.62,3.41,9,6.9,42.9,2,93,25.7,22,1659.0,2,6,2
4,0.044,5.56,2.61,11,5.2,161.0,3,48,83.2,24,3486.0,17,1,2
2,0.066,4.22,2.72,3,3.3,116.7,2,86,68.9,15,6568.0,6,8,0
3,0.036,5.54,3.23,5,4.5,158.1,4,90,22.4,16,2354.0,9,2,1
5,0.304,5.18,3.02,7,5.7,64.4,3,39,12.1,17,1746.0,11,10,2
5,0.038,5.43,3.81,10,5.7,91.3,1,40,89.4,32,2901.0,9,11,2
4,0.059,4.13,3.2,11,3.5,46.2,2,40,39.1,15,190.0,5,1,2
2,0.006,4.7,2.88,4,3.8,73.6,4,65,23.2,13,5231.0,19,3,1
2,0.271,5.39,3.45,3,3.8,165.7,4,6,79.9,14,4387.0,5,9,1
2,0.01,4.64,2.96,5,2.8,86.2,3,12,58.4,11,1239.0,1,4,1
3,0.221,4.55,2.61,5,2.5,135.8,4,31,26.7,15,4287.0,7,10,1
3,0.027,5.47,3.1,7,4.6,66.2,1,29,31.1,20,4931.0,8,2,1
5,1.512,5.2,2.74,13,6.9,42.5,3,49,33.5,22,1526.0,23,1,3
3,0.137,4.85,2.93,3,2.4,116.3,4,10,58.6,14,2827.0,17,1,1
3,0.021,5.24,3.87,3,2.0,156.6,3,30,38.7,13,5082.0,8,11,1
3,0.339,5.19,2.72,8,4.5,75.6,2,14,18.2,17,2084.0,17,11,2
4,0.06,4.64,2.76,6,2.2,102.4,2,21,49.9,17,4258.0,0,9,1
4,0.484,4.64,2.37,9,3.2,131.1,2,58,64.5,28,3044.0,19,12,2
3,0.209,5.28,3.0,4,3.4,103.6,3,30,110.6,19,5655.0,6,8,1
3,0.053,4.93,2.87,3,3.3,56.8,3,91,61.3,16,5020.0,12,2,1
3,0.313,4.71,2.81,8,3.8,27.9,1,24,31.6,13,5568.0,8,7,2
4,0.52,5.22,2.61,7,3.9,57.4,3,42,49.9,12,4935.0,12,12,2
3,0.43,5.08,3.2,4,4.5,46.8,2,2,36.6,10,5250.0,22,7,2
4,0.27,5.15,3.11,7,2.3,79.5,1,48,125.8,23,3057.0,1,12,2
4,1.018,4.44,2.98,6,5.8,133.8,3,18,36.9,27,4181.0,16,4,2
2,0.004,4.55,3.06,0,2.5,52.3,4,29,70.9,15,2670.0,16,6,1
4,0.52,4.56,2.55,5,5.8,159.3,3,55,25.6,25,4529.0,20,6,2
3,0.428,4.78,2.56,6,3.5,344.8,2,51,33.7,11,3978.0,16,7,1
3,0.191,5.24,2.42,6,2.6,115.2,4,79,19.4,14,2716.0,19,7,2
3,0.278,5.08,2.91,5,3.0,134.4,3,63,28.7,12,4957.0,19,6,1
2,0.013,5.02,2.94,4,3.5,47.9,4,14,39.5,15,2549.0,9,10,1
3,0.284,5.56,3.15,8,2.4,43.4,3,50,35.7,12,3299.0,15,8,2
5,0.149,5.03,3.46,6,6.8,179.5,3,83,28.8,23,2071.0,11,2,2
3,0.101,4.81,3.32,8,3.5,13.6,3,19,67.6,13,3093.0,10,1,2
3,0.098,5.04,2.68,6,4.6,101.1,2,53,11.9,20,4380.0,6,9,1
3,0.057,5.51,2.96,5,4.3,169.3,4,14,56.4,16,971.0,0,2,1
3,0.035,5.18,3.08,3,3.7,110.7,3,35,71.2,12,3205.0,18,4,1
3,0.431,5.05,2.35,5,4.1,128.3,1,52,55.7,20,4848.0,6,10,1
3,0.168,4.85,2.68,5,3.5,69.9,3,16,48.4,19,3180.0,20,11,1
2,0.05,5.12,3.56,3,2.1,189.6,3,59,33.1,9,3454.0,3,5,0
3,0.533,5.28,3.12,5,3.9,62.7,2,8,14.8,15,1422.0,19,12,2
4,0.385,5.2,3.03,6,5.1,200.6,2,16,46.9,26,3532.0,15,10,2
2,0.211,5.49,2.91,4,2.5,71.0,3,38,54.0,11,1049.0,20,9,1
2,0.142,5.0,3.35,3,2.6,93.3,2,13,65.9,5,4507.0,10,10,0
2,0.515,3.96,2.67,3,3.6,55.7,1,7,80.2,10,2410.0,11,4,1
5,0.634,4.74,2.53,8,4.3,88.1,4,20,25.7,28,4285.0,1,1,3
2,0.232,5.21,2.9,2,3.1,91.5,3,61,47.1,15,5956.0,3,2,0
3,0.321,5.85,2.9,7,2.2,116.9,1,21,8.1,14,5482.0,0,1,1
4,0.165,5.94,2.9,7,3.5,101.0,4,91,37.3,20,922.0,14,5,2
2,0.016,4.81,3.38,2,2.2,68.9,1,39,79.9,15,3520.0,8,12,0
4,0.001,4.65,3.58,8,4.4,21.6,1,63,37.2,8,829.0,11,1,2
4,0.343,4.99,2.89,8,2.6,36.4,3,93,83.8,17,4691.0,17,8,2
4,0.078,4.62,2.89,7,2.4,85.0,4,14,39.5,22,505.0,7,11,2
3,0.427,5.12,3.19,6,3.5,100.3,4,5,20.6,19,4037.0,13,12,2
4,0.268,4.39,3.39,8,4.6,83.1,3,56,33.2,21,3339.0,7,11,2
2,0.03,4.92,2.8,3,2.2,81.1,1,1,23.0,17,5130.0,15,12,0
4,0.383,5.55,2.94,3,4.8,73.5,1,48,53.9,23,4159.0,5,5,2
2,0.249,5.58,2.82,6,3.6,102.9,3,3,51.1,12,2509.0,2,7,1
2,0.071,5.63,2.51,3,2.9,154.2,1,69,28.6,9,5085.0,14,3,0
5,1.125,5.23,2.82,8,5.0,45.0,2,43,15.9,25,1231.0,11,6,3
2,0.131,4.8,2.64,1,3.5,112.0,2,13,44.9,8,4735.0,4,9,0
3,0.283,5.1,3.41,4,3.4,24.0,1,53,55.8,20,3102.0,17,9,1
4,0.034,5.09,2.98,7,2.1,164.3,3,31,73.1,17,4279.0,22,5,2
4,0.086,4.38,3.4,8,3.6,53.7,1,83,119.2,18,4939.0,0,11,2
4,0.456,6.03,2.87,11,3.9,64.8,3,11,112.2,19,1806.0,6,12,2
2,0.104,5.56,2.65,4,2.5,26.7,1,22,53.4,9,4357.0,15,3,1
5,0.334,4.63,2.69,12,6.4,208.0,3,99,12.9,22,4765.0,1,3,2
5,0.019,4.65,2.72,9,5.6,100.1,3,32,25.8,31,4308.0,7,3,2
3,0.353,5.1,2.62,6,2.0,37.4,4,11,24.4,10,2013.0,8,11,2
2,0.142,4.89,2.69,4,3.3,114.3,3,57,43.5,12,3162.0,15,7,0
5,0.779,5.67,2.46,10,4.5,165.9,4,43,71.8,16,4743.0,15,7,3
2,0.314,5.19,3.37,2,3.1,129.0,4,42,27.0,10,4891.0,20,10,1
5,0.303,5.23,2.66,7,3.0,38.6,4,81,36.3,31,4318.0,17,3,3
4,0.112,5.76,2.44,12,3.8,80.9,2,55,32.8,18,6240.0,3,11,2
3,0.083,5.73,3.52,5,4.4,44.7,2,95,50.7,16,3496.0,17,10,1
5,0.156,4.64,2.9,9,5.2,102.7,1,80,26.3,26,5729.0,6,12,2
3,0.01,4.21,2.7,6,4.1,91.2,3,49,16.1,12,3158.0,23,8,2
5,0.159,5.01,2.77,5,2.2,77.2,4,77,40.1,20,700.0,9,6,2
4,0.987,5.37,3.45,8,4.5,76.1,3,50,48.8,22,939.0,8,9,2
2,0.044,5.46,2.41,3,2.4,95.3,2,46,53.3,7,4799.0,4,2,0
3,0.259,4.43,2.97,7,4.2,123.7,1,99,27.4,18,1077.0,19,11,1
4,0.163,4.98,3.1,10,4.7,88.4,1,11,29.5,17,4574.0,12,11,2
5,0.429,4.68,2.41,12,2.1,125.2,1,67,31.0,28,3731.0,22,1,2
2,0.188,4.94,3.46,3,2.4,84.4,2,15,38.6,11,4362.0,18,2,0
4,0.087,5.48,2.6,7,2.8,83.1,4,63,34.0,18,3128.0,10,9,2
4,0.129,5.01,2.53,6,5.5,99.1,4,92,84.3,20,4051.0,18,3,2
3,0.017,4.4,3.34,7,4.1,53.7,4,12,17.2,18,2252.0,22,9,2
4,0.103,4.2,3.45,1,3.1,74.6,2,88,14.4,30,3344.0,22,3,1
3,0.166,5.29,3.46,2,4.0,62.2,1,13,83.2,15,3383.0,20,3,1
3,0.65,5.5,3.23,6,4.4,9.3,4,32,11.1,12,1856.0,14,8,3
3,0.089,5.52,3.5,5,2.3,118.9,1,11,47.8,14,707.0,2,6,1
2,0.108,4.97,2.97,5,2.1,109.6,2,85,68.1,10,3969.0,21,5,0
2,0.318,5.25,2.54,3,3.9,52.5,3,90,36.8,14,3235.0,9,7,1
2,0.035,4.98,3.28,5,3.4,65.7,3,35,79.6,10,4622.0,20,1,1
5,0.489,3.94,2.89,12,3.6,99.9,2,46,63.2,31,4333.0,18,7,2
2,0.073,4.69,2.96,2,2.6,57.7,1,21,53.8,8,2919.0,9,10,0
3,0.649,5.41,3.02,3,4.2,43.6,4,31,24.8,13,461.0,10,2,2
3,0.445,4.72,3.26,6,3.3,151.4,1,84,20.1,18,2671.0,23,12,1
2,0.028,5.17,2.67,2,2.2,17.3,1,0,33.9,15,3039.0,20,11,1
4,0.151,5.02,2.5,9,4.5,85.2,2,77,24.2,19,2043.0,20,5,2
3,0.269,5.5,3.05,6,4.2,190.0,3,79,14.5,18,1309.0,3,2,1
3,0.06,5.14,2.78,4,4.7,199.3,2,47,25.9,20,7731.0,23,3,1
5,0.517,4.94,3.25,14,2.5,131.8,2,63,72.8,24,2444.0,18,8,2
4,0.073,5.57,2.86,2,2.3,120.9,1,32,47.3,25,3158.0,9,3,1
3,0.368,4.73,3.08,7,4.6,113.9,2,24,54.2,12,1338.0,7,3,1
5,0.264,4.87,2.53,8,6.9,206.1,1,29,61.1,33,4650.0,21,2,2
5,0.724,5.15,3.11,8,3.0,63.6,1,24,14.9,17,599.0,18,12,2
3,0.01,4.32,3.53,9,4.2,86.8,4,63,44.3,11,1512.0,22,9,2
5,0.127,5.48,2.91,10,3.8,128.7,1,95,68.4,34,5319.0,3,3,2
4,1.175,4.16,2.75,9,5.4,91.2,1,73,95.8,16,3805.0,14,1,2
3,0.074,4.27,3.01,7,3.5,61.2,1,21,35.5,15,915.0,1,7,1
3,0.057,5.53,3.43,6,4.5,240.3,2,42,58.9,13,3614.0,2,7,1
3,0.117,5.74,2.77,7,4.3,27.3,1,17,61.2,11,355.0,20,10,2
3,0.081,4.86,2.64,7,3.7,184.0,4,86,19.6,12,2488.0,21,8,2
3,0.233,6.08,2.9,7,2.3,149.3,1,54,53.7,19,3389.0,13,7,1
4,0.18,4.63,3.3,7,5.2,77.3,4,31,29.7,12,1874.0,4,12,2
5,0.105,4.73,2.78,6,6.9,122.6,2,92,58.7,27,2329.0,20,1,2
3,0.005,5.14,3.19,7,3.0,117.7,1,55,26.5,17,4548.0,18,12,1
5,0.67,5.13,3.54,9,5.7,129.9,2,49,24.5,27,2232.0,12,2,2
3,0.671,5.74,3.5,3,4.4,38.1,2,58,37.1,13,861.0,8,8,2
4,0.88,4.9,3.41,10,5.6,124.5,1,60,56.2,23,5007.0,16,6,2
5,0.437,4.37,2.54,11,4.2,134.8,4,24,36.8,23,5057.0,23,9,3
2,0.007,5.88,2.83,5,2.9,107.9,3,39,42.3,7,1329.0,16,6,0
5,0.089,4.48,2.94,9,3.3,97.5,3,56,46.5,18,3206.0,21,7,2
5,0.048,4.28,3.09,11,2.0,135.7,2,95,47.5,20,4098.0,2,12,2
4,0.045,4.9,3.5,12,2.6,59.8,2,32,22.2,20,3309.0,10,1,2
2,0.316,5.02,3.0,2,2.9,211.6,2,39,34.7,9,1084.0,10,3,0
3,0.179,5.52,2.72,6,3.1,116.6,3,91,68.7,10,2013.0,14,2,1
4,1.917,4.82,2.53,5,3.8,64.4,2,86,22.9,21,5066.0,18,6,2
5,0.077,5.44,2.91,13,4.2,119.5,3,75,51.1,29,3647.0,20,11,2
4,0.418,5.16,2.73,13,5.9,74.6,2,8,26.9,28,3176.0,0,3,2
2,0.463,5.21,2.9,7,2.7,104.4,2,98,74.6,11,260.0,15,8,1
2,0.195,4.56,3.38,9,2.9,53.5,4,56,63.8,9,5002.0,6,6,1
5,0.16,5.31,2.98,11,2.4,161.1,2,31,27.5,22,2769.0,19,4,2
4,0.27,5.95,2.3,9,4.5,88.2,2,28,25.3,22,4324.0,0,7,2
2,0.318,4.86,2.33,5,3.3,93.3,3,93,51.6,18,5732.0,22,5,1
4,0.654,3.97,2.73,5,4.5,82.6,3,16,18.6,16,5094.0,1,8,2
2,0.794,4.21,3.07,11,3.0,58.1,3,82,50.5,8,2263.0,23,5,2
3,0.302,4.82,2.66,8,3.1,38.7,3,18,28.1,16,3278.0,9,5,2
3,0.012,3.71,3.15,7,2.3,98.7,2,36,68.8,19,3955.0,15,1,1
2,0.302,4.86,2.89,4,3.1,67.3,1,42,41.4,14,2912.0,20,2,1
5,0.209,4.0,3.23,8,2.5,77.7,1,13,87.2,29,954.0,5,2,2
3,0.617,4.52,2.69,8,2.2,242.1,4,25,78.0,11,5195.0,16,12,2
2,0.092,5.46,3.36,2,3.6,175.9,1,86,48.2,12,1835.0,23,3,0
4,0.343,4.27,2.82,2,5.8,92.1,1,23,69.5,17,4721.0,8,4,1
5,0.155,3.97,2.77,9,2.3,124.4,2,39,20.9,25,1200.0,4,2,2
3,0.004,4.87,2.55,11,5.0,125.0,4,52,13.5,20,5076.0,6,10,2
2,0.127,5.24,2.88,4,2.8,168.3,1,85,35.1,12,4082.0,9,7,0
5,0.2,5.92,3.11,12,2.1,150.5,1,70,29.4,33,4010.0,4,12,2
2,0.101,4.97,2.96,3,2.1,216.9,3,69,44.0,11,1690.0,18,8,0
