slope_angle_deg,rainfall_24h_mm,rainfall_7d_mm,soil_moisture_percent,soil_cohesion_kpa,soil_friction_angle,vegetation_cover_pct,elevation_m,historical_landslides,soil_type,deforestation,groundwater_depth_m,seismic_activity,month,risk_level
38.7,54.0,136.0,69.1,24.0,26.2,50.6,2222.4,1,1,0,15.9,0,11,1
36.0,12.2,22.1,54.8,34.9,33.3,7.1,2297.7,2,2,1,10.9,0,11,1
15.8,39.2,113.2,65.0,35.5,16.5,79.0,1400.0,2,3,0,16.5,0,4,0
66.6,304.0,1434.5,95.0,19.7,37.8,28.8,872.5,1,4,1,10.4,0,8,3
23.7,43.7,71.7,72.2,39.6,28.0,21.4,1476.1,0,4,1,27.0,0,5,1
41.5,52.1,109.5,66.3,38.1,33.6,70.4,2507.7,1,3,0,5.1,0,3,1
69.8,41.1,57.8,61.0,21.5,17.2,19.8,726.0,3,1,1,3.1,1,2,2
46.0,52.8,107.5,63.8,35.6,24.0,9.2,2497.7,1,5,1,16.3,0,11,2
28.9,39.2,78.9,53.8,46.8,42.2,29.8,1264.3,1,3,1,37.3,1,10,1
73.1,34.0,89.6,70.0,40.1,20.9,85.8,2994.0,2,2,0,8.8,0,2,1
22.0,193.7,886.4,95.0,44.7,28.1,45.7,2080.7,2,5,0,20.7,0,6,2
47.4,27.2,64.0,62.7,26.9,37.5,21.0,975.3,0,3,1,18.1,0,3,2
39.1,31.7,48.0,50.7,19.9,34.1,96.0,2491.2,2,3,0,7.9,0,4,1
37.1,71.0,125.4,78.4,48.9,41.1,66.7,996.7,2,5,0,8.9,0,12,2
49.8,23.0,42.6,41.7,18.5,42.8,82.3,1929.7,2,3,0,15.1,0,2,1
40.8,21.1,45.2,62.9,7.5,30.7,16.7,1347.2,6,3,1,17.0,0,10,2
54.3,33.6,95.7,63.7,26.4,44.1,6.6,1906.7,0,3,1,11.2,1,4,2
47.8,56.4,126.7,85.3,44.7,17.9,20.2,1966.1,0,3,1,19.7,0,10,2
50.5,56.2,152.9,63.7,29.9,28.2,32.3,390.4,2,5,0,15.2,0,12,2
63.4,188.2,769.1,95.0,16.5,31.1,66.0,147.0,2,4,0,16.7,0,7,3
48.2,43.3,121.3,62.0,21.7,38.2,85.6,1622.1,1,2,0,23.7,0,10,1
27.1,217.8,496.4,95.0,42.8,21.1,25.7,570.5,1,5,1,12.9,0,8,3
58.6,9.8,18.7,51.4,30.7,42.5,67.3,1887.0,0,3,0,17.0,0,10,1
85.1,116.1,384.2,95.0,47.3,28.4,63.1,1349.6,3,1,0,15.9,0,9,2
71.9,43.4,82.6,63.4,13.5,25.0,3.8,1538.2,1,3,1,21.9,0,4,2
63.2,185.9,929.1,95.0,43.2,39.3,92.9,2294.3,1,2,0,11.5,0,6,3
60.6,30.3,68.0,60.9,20.9,42.7,34.3,1001.0,3,2,0,22.8,0,12,1
74.6,14.0,32.9,50.4,44.3,21.9,39.4,103.8,1,5,0,26.7,0,12,2
33.8,58.6,105.4,81.8,38.0,43.8,5.1,352.3,3,4,1,22.1,0,5,2
19.0,213.9,1022.8,95.0,7.7,24.7,84.5,747.9,2,5,0,5.5,0,8,2
67.0,12.7,16.9,47.6,6.0,36.5,58.9,2580.5,3,3,0,28.9,0,3,1
45.6,217.9,767.9,95.0,50.0,38.8,30.2,418.7,4,5,0,15.1,0,7,3
59.8,69.6,73.4,86.6,22.0,41.3,55.2,774.5,3,5,0,13.9,0,10,2
60.5,6.5,8.7,42.7,37.0,31.1,5.6,1558.3,1,1,1,18.4,0,12,1
53.3,46.0,119.4,67.6,39.6,26.7,68.0,1006.7,0,4,0,10.3,1,1,2
56.5,122.8,567.5,95.0,8.1,38.8,88.0,2441.1,0,4,0,17.1,0,9,3
36.7,355.9,1068.7,95.0,34.9,25.8,89.5,845.9,3,5,0,18.9,0,9,3
57.5,196.7,657.3,95.0,30.9,16.8,33.9,1067.2,0,2,0,11.4,0,9,3
50.9,173.8,483.4,95.0,40.0,37.0,83.4,2070.4,3,3,0,23.6,0,6,3
56.5,128.5,524.5,95.0,38.5,33.6,95.4,1158.2,0,2,0,4.1,0,7,2
11.1,38.3,83.9,65.9,47.3,32.5,99.2,1109.1,3,4,0,18.5,0,11,0
47.8,235.9,1164.7,95.0,9.4,19.8,1.9,1159.5,2,4,1,19.6,0,7,3
39.2,23.6,55.3,51.1,44.9,15.1,47.8,2511.4,2,2,0,21.4,0,10,0
32.3,160.8,616.5,95.0,18.2,26.2,42.3,2638.7,3,2,0,11.5,0,6,2
62.8,105.2,216.8,94.4,16.5,32.9,44.9,1568.8,5,2,0,23.8,0,4,2
54.4,147.8,395.2,95.0,15.7,32.9,30.3,587.5,0,4,0,9.2,0,6,3
24.0,62.3,89.0,69.4,32.0,21.3,60.3,625.2,4,4,0,11.1,0,1,1
50.8,49.5,147.4,66.5,42.9,19.4,75.6,2473.1,3,2,0,17.1,1,10,2
126.0,26.6,28.3,64.0,10.7,41.4,41.5,2635.1,4,2,0,19.9,1,10,2
20.7,188.1,748.6,95.0,9.2,36.2,85.3,1494.5,0,4,0,23.8,0,7,2
23.0,58.7,134.0,80.8,30.0,40.8,6.0,2316.7,2,4,1,3.3,0,1,2
70.7,23.9,60.3,44.8,13.4,23.2,45.6,2759.0,5,5,0,19.3,1,3,2
51.6,228.2,821.7,95.0,12.0,37.1,32.2,2063.9,1,5,0,7.8,0,8,3
36.7,23.8,57.1,62.6,45.5,30.2,21.8,2421.4,1,4,1,3.1,0,2,2
74.6,69.9,180.6,82.0,15.5,16.5,88.9,774.0,3,4,0,8.7,1,8,3
54.8,53.7,100.5,86.6,35.3,41.5,92.2,2253.8,2,4,0,8.7,0,11,2
37.2,59.6,68.4,64.3,27.4,20.9,71.1,1335.0,4,5,0,43.3,0,2,2
17.0,228.7,862.0,95.0,23.1,25.1,1.0,613.9,1,3,1,17.7,0,8,3
37.2,53.7,89.8,69.4,11.3,23.6,96.7,1344.9,3,4,0,21.9,0,12,2
24.6,41.2,115.1,73.5,34.2,39.2,35.2,1643.1,0,3,0,20.8,0,12,1
60.2,69.4,172.1,84.3,19.3,22.4,27.9,178.5,1,1,1,10.6,0,11,2
62.9,42.0,64.8,66.2,42.5,30.2,89.3,2024.9,2,2,0,27.3,0,1,1
25.7,248.3,1085.0,95.0,22.1,40.0,47.4,1877.1,4,5,0,7.3,1,7,3
67.1,31.5,55.0,71.0,25.4,40.7,0.9,2444.6,0,5,1,33.0,1,12,3
69.2,208.3,552.2,95.0,18.8,23.5,54.0,2846.0,1,2,0,11.3,1,6,3
25.7,44.8,53.7,78.4,25.9,22.4,52.6,846.5,2,1,0,12.6,0,3,1
54.0,46.9,127.7,54.7,42.5,25.7,30.6,2603.1,1,2,0,22.5,0,5,1
38.9,59.4,207.1,66.2,50.0,27.3,44.1,735.7,3,2,0,8.5,0,9,1
136.4,31.9,43.6,65.8,49.5,25.2,96.0,2293.8,2,4,0,20.1,0,5,2
48.6,252.8,1223.3,95.0,38.2,34.1,73.4,623.6,3,3,0,4.2,1,8,3
76.4,28.0,74.5,50.0,11.8,18.0,9.9,1511.1,4,3,1,15.1,0,5,2
65.5,308.1,1503.9,95.0,30.1,31.4,12.5,2121.6,3,5,1,13.8,0,8,3
26.4,44.8,77.2,61.4,24.4,15.8,25.1,840.3,3,5,1,18.8,1,10,2
43.2,34.8,89.2,53.9,7.4,35.9,9.7,807.2,2,3,1,10.8,0,1,1
87.9,40.4,99.8,61.2,44.7,41.2,14.3,2054.1,2,3,1,8.8,0,1,2
17.6,179.6,382.6,95.0,36.0,23.8,0.2,1706.5,1,1,1,12.7,0,7,2
78.6,239.5,612.8,95.0,5.4,21.2,80.2,1999.6,3,4,0,19.1,0,9,3
24.4,52.0,136.6,71.6,46.5,38.7,78.6,150.4,0,4,0,8.2,0,4,1
63.2,109.8,451.1,95.0,41.5,33.0,20.7,1777.9,2,1,1,31.1,0,8,3
65.3,151.6,589.1,95.0,19.6,19.5,39.1,372.6,1,5,0,12.5,0,9,3
58.0,28.2,53.5,68.6,38.1,39.1,9.5,2210.2,2,2,1,18.9,0,4,2
65.6,30.7,83.3,45.5,25.6,16.3,75.1,2711.5,3,4,0,25.3,0,8,1
15.4,110.3,508.7,95.0,23.6,19.5,91.3,1455.8,3,1,0,19.0,0,7,2
16.2,63.8,170.4,80.6,26.9,43.9,58.3,2517.8,1,2,0,33.9,0,2,1
30.8,19.6,45.5,42.4,21.1,15.8,60.6,2578.0,4,2,0,6.7,0,3,0
26.2,26.8,52.7,63.8,20.8,40.2,53.6,1682.6,1,5,0,8.4,0,2,1
33.2,5.4,7.8,32.8,8.7,44.0,40.2,2763.2,3,3,0,9.4,0,2,0
60.4,37.9,47.5,75.0,34.2,42.1,13.0,1503.8,3,4,1,9.2,0,4,2
64.1,37.3,156.8,57.4,29.6,37.9,10.5,1587.7,4,3,1,7.0,0,9,2
27.3,25.8,29.0,71.4,33.2,38.2,41.2,2853.0,2,3,0,15.1,1,5,2
48.4,46.4,128.2,81.6,6.5,23.7,16.5,2033.6,1,4,1,22.0,0,11,2
46.5,45.8,60.8,59.6,25.6,23.0,79.5,1495.6,4,1,0,23.0,0,1,1
50.5,47.1,104.2,67.1,27.5,43.9,1.1,2275.6,1,5,1,18.0,0,12,2
42.1,43.5,128.3,62.9,16.1,40.7,29.2,2596.7,0,1,1,11.3,0,12,1
33.9,36.8,107.9,54.8,15.9,26.7,94.8,2698.2,4,3,0,20.4,0,2,0
9.9,45.7,79.0,74.5,46.9,32.1,17.0,1611.8,2,4,1,5.3,0,3,1
15.8,39.2,151.9,76.9,26.5,21.7,58.2,1942.9,5,5,0,16.1,0,7,1
13.0,52.6,63.5,57.0,21.9,44.2,97.0,2071.0,1,5,0,21.7,1,11,1
39.1,138.3,675.6,95.0,27.8,23.5,22.6,417.9,4,3,1,11.5,0,7,3
49.2,88.6,216.9,95.0,46.9,28.3,16.3,1723.0,3,2,1,18.1,0,10,2
62.9,30.0,40.8,63.1,24.0,27.1,70.2,639.6,2,1,0,12.4,0,3,1
78.9,46.8,64.9,76.8,28.3,26.2,36.3,1160.4,3,2,0,12.2,1,5,2
21.2,33.2,68.1,65.0,6.9,38.0,9.3,2828.6,2,4,1,21.3,0,11,1
48.1,74.6,130.0,71.8,35.2,36.6,27.3,357.7,0,5,1,18.6,0,12,2
72.9,35.1,43.0,53.9,27.9,30.5,3.7,607.9,2,1,1,4.6,0,10,1
52.9,27.4,33.1,66.5,46.2,17.7,36.0,2628.0,1,2,0,19.9,1,10,2
42.3,42.0,83.2,62.6,34.4,20.7,33.7,2071.1,5,4,0,8.4,0,1,2
103.3,45.2,116.5,57.4,41.6,21.1,68.8,2116.2,4,4,0,8.8,0,1,2
107.3,55.5,104.3,73.1,36.6,29.1,6.3,230.7,3,3,1,9.3,0,1,2
37.1,57.8,141.7,72.5,38.4,44.0,56.3,1010.9,3,4,0,13.8,0,1,2
48.3,214.3,557.0,95.0,36.3,24.4,48.8,2686.3,1,3,0,4.6,0,6,3
28.4,21.3,54.7,52.9,19.4,43.3,63.5,2157.8,3,2,0,3.7,0,11,0
57.0,52.6,89.1,63.2,6.4,43.5,40.5,2680.2,2,3,0,22.4,0,12,2
56.6,47.7,54.3,66.0,28.0,41.1,10.1,1279.4,2,2,1,4.0,0,1,2
35.4,60.6,109.5,74.5,14.8,18.1,78.3,1248.4,6,5,0,14.6,0,5,2
73.0,9.9,16.2,60.7,44.4,21.0,52.0,2028.9,3,4,0,14.6,1,12,2
45.6,56.0,130.3,64.4,38.5,19.2,85.6,2225.6,5,4,0,12.1,0,2,2
47.5,54.6,118.9,63.2,15.5,25.7,96.9,1915.3,3,3,0,9.0,1,12,2
8.4,44.0,103.0,77.9,7.6,15.5,14.2,783.1,4,5,1,25.3,1,5,2
37.5,67.0,72.8,63.7,14.3,32.0,78.2,813.3,1,4,0,14.3,0,2,2
30.5,30.9,49.8,55.6,14.3,18.4,25.6,2642.8,2,5,1,15.6,0,4,1
17.3,89.9,227.6,95.0,34.6,36.4,11.0,1164.4,4,4,1,6.9,1,6,3
57.7,17.7,48.9,52.9,31.9,16.2,23.9,2375.8,1,4,1,9.5,0,10,2
30.8,161.5,710.0,95.0,34.8,20.9,33.6,545.2,1,4,0,11.8,0,6,3
53.3,28.4,31.4,46.2,29.1,34.1,99.8,1614.9,3,2,0,8.5,0,4,1
51.8,14.7,25.3,43.1,40.6,26.1,38.1,1551.4,1,4,0,9.1,0,12,2
53.2,50.8,53.0,83.0,48.3,17.8,5.6,2532.2,0,4,1,3.6,0,3,2
18.2,45.9,96.2,57.7,43.5,27.0,20.7,2903.1,3,3,1,10.2,0,4,1
47.6,205.8,951.0,95.0,5.8,42.7,14.0,1628.9,1,4,1,18.5,0,9,3
26.4,16.4,24.7,61.0,15.7,20.8,14.2,1889.5,1,2,1,24.7,0,12,1
66.5,29.5,40.7,66.2,28.1,44.0,21.2,2671.3,1,2,1,37.9,0,5,1
44.0,49.6,95.3,75.7,28.4,19.8,7.6,1726.5,2,4,1,12.7,0,12,2
50.9,16.3,21.7,59.1,35.4,29.9,65.8,2476.8,4,1,0,18.1,0,10,1
27.0,32.7,47.9,71.9,7.5,40.4,2.6,127.8,2,2,1,21.9,0,12,1
26.0,128.6,460.4,95.0,12.9,16.2,56.7,2649.4,2,2,0,18.6,0,6,2
42.2,126.8,512.9,95.0,43.7,39.8,17.2,1375.8,1,1,1,20.6,1,8,3
29.4,22.4,53.0,50.1,20.4,30.0,44.6,241.1,2,5,0,16.4,1,10,1
96.8,59.2,171.5,80.8,36.7,36.8,86.1,2507.3,3,5,0,16.2,0,11,2
30.4,192.8,475.0,95.0,33.1,41.4,31.8,818.3,2,5,0,7.8,0,8,3
50.9,42.8,76.2,52.5,37.9,17.3,71.9,2519.7,3,3,0,20.3,0,2,1
39.8,28.0,64.2,49.4,35.6,30.7,67.0,1629.0,1,2,0,17.7,0,4,0
117.3,35.5,88.0,70.1,27.0,24.1,5.1,2909.0,1,4,1,26.1,0,11,2
76.9,167.9,586.0,95.0,20.4,37.9,37.5,1239.4,1,4,0,18.3,0,9,3
69.7,362.8,1047.8,95.0,10.7,16.4,78.0,1057.2,5,2,0,12.1,0,9,3
42.2,5.1,15.3,46.7,6.6,28.6,27.3,2206.0,0,2,1,10.7,0,4,1
33.5,33.7,68.2,60.3,49.9,16.7,65.8,802.7,1,4,0,15.1,0,3,1
32.1,37.7,94.7,61.4,5.9,20.7,57.4,2293.2,0,4,0,8.9,0,4,1
42.2,10.6,19.5,49.8,44.7,42.9,33.3,2888.4,2,1,0,11.3,0,1,1
41.3,214.1,691.0,95.0,11.7,29.3,15.4,600.6,1,3,1,13.7,0,7,3
47.8,79.0,168.4,87.0,18.4,24.7,13.0,2792.9,2,5,1,12.3,0,3,3
28.8,43.1,98.4,70.8,7.4,37.6,21.6,2085.2,1,3,1,22.0,0,1,1
44.0,31.5,68.8,72.6,12.1,15.6,59.7,1926.0,1,3,0,17.8,1,11,2
14.4,38.1,94.6,59.1,17.3,20.6,60.7,2432.8,0,2,0,11.0,0,1,0
36.0,30.0,71.6,45.4,45.7,35.9,62.5,1962.4,0,5,0,14.8,0,2,1
50.1,13.0,31.5,52.1,35.8,26.0,81.4,1331.7,3,4,0,5.8,0,2,1
65.6,49.7,100.2,79.8,37.1,29.3,84.9,610.2,2,2,0,7.0,0,4,1
51.3,33.5,80.8,49.0,49.4,38.9,68.8,1963.8,1,1,0,21.8,1,3,1
42.5,5.1,7.4,37.7,42.8,43.5,93.5,719.5,0,4,0,3.7,0,3,1
27.2,23.4,25.8,66.5,17.1,30.8,78.5,259.5,2,4,0,7.3,0,11,1
36.3,40.6,57.2,68.2,22.7,33.6,78.2,158.3,1,5,0,42.5,0,3,1
50.2,44.5,92.9,59.1,40.1,34.4,65.3,1001.3,2,3,0,28.6,0,4,1
79.0,250.1,583.6,95.0,43.7,43.9,5.1,1809.0,2,3,1,13.2,1,9,3
13.7,161.7,542.4,95.0,38.8,28.5,92.6,1165.6,2,4,0,22.8,0,7,2
45.0,26.4,64.9,50.6,6.0,38.3,72.9,2942.0,2,1,0,12.7,0,10,1
60.0,43.3,45.2,80.8,23.3,19.3,14.0,2037.8,1,1,1,18.9,0,2,2
32.8,68.7,201.9,77.5,41.9,22.8,76.7,2418.8,4,3,0,10.6,1,11,2
23.9,61.0,246.7,73.2,11.5,41.9,25.2,1110.6,1,4,1,9.0,0,7,2
57.5,55.1,72.2,71.6,9.0,22.9,38.8,2147.6,0,4,0,9.8,0,4,2
38.2,55.0,55.3,59.2,34.9,26.1,89.3,1659.8,0,1,0,11.4,0,11,1
46.5,30.2,81.3,61.7,9.1,15.9,79.8,1019.7,5,2,0,21.5,0,10,1
53.4,12.3,25.4,37.5,39.7,22.0,43.4,332.7,2,5,0,9.2,0,1,1
56.3,52.7,66.6,85.6,16.7,31.8,81.8,870.1,2,4,0,21.0,0,1,2
53.7,28.8,71.8,74.2,47.4,44.3,5.5,1854.3,3,4,1,15.0,0,3,2
70.1,277.7,770.1,95.0,26.9,27.4,32.6,2969.1,2,3,0,25.9,0,9,3
35.6,30.3,76.3,51.4,46.8,31.6,63.2,1124.0,4,3,0,18.9,0,11,1
41.9,242.6,1046.5,95.0,48.4,23.7,68.6,185.7,3,4,0,1.6,0,8,3
62.6,42.5,54.2,52.0,36.6,34.4,87.8,2022.0,5,2,0,10.5,0,1,1
70.4,37.4,103.4,51.0,8.7,23.2,80.5,2789.6,6,2,0,5.6,0,10,1
59.6,167.6,780.8,95.0,11.7,43.1,90.1,862.4,1,2,0,20.8,0,8,3
58.2,302.7,1234.0,95.0,29.9,40.5,29.8,609.6,3,2,1,17.0,0,6,3
60.1,100.6,472.8,95.0,45.1,38.7,26.0,2247.9,1,2,1,20.1,0,7,3
49.0,287.3,1354.1,95.0,23.4,44.7,99.8,1317.7,1,4,0,8.2,0,9,3
67.1,29.3,57.5,65.5,20.6,25.8,94.2,2765.3,5,2,0,21.0,0,10,1
54.6,15.5,19.7,43.6,38.4,38.1,96.1,400.9,1,3,0,19.6,0,5,1
55.4,36.2,102.8,77.1,43.7,21.1,52.9,635.2,2,3,0,8.4,0,2,2
49.7,137.7,500.6,95.0,34.8,38.4,54.9,1250.9,2,3,0,15.2,0,7,3
34.2,67.0,126.8,83.1,27.4,22.8,60.9,2303.9,0,2,0,42.9,1,5,2
48.1,212.7,959.2,95.0,37.5,38.0,36.0,347.7,2,5,0,20.9,0,8,3
53.8,116.4,483.1,91.6,26.1,39.4,66.5,1732.9,2,2,0,18.8,0,7,2
63.9,43.6,50.4,53.6,41.1,33.5,4.5,935.2,2,4,1,10.9,0,4,2
27.5,46.6,81.4,78.8,31.2,15.3,68.3,1272.3,4,5,0,21.0,0,3,1
65.2,185.8,764.8,95.0,35.2,44.0,35.0,1516.2,1,5,0,21.7,0,8,3
42.2,68.3,150.0,73.8,26.3,32.9,79.6,2373.2,2,3,0,24.8,0,12,2
31.3,48.3,97.5,63.3,44.7,19.1,70.0,440.0,4,5,0,17.9,0,3,1
43.8,14.3,40.2,40.7,6.5,26.0,56.4,2765.4,1,4,0,30.5,0,1,1
58.9,24.7,55.6,58.5,13.0,15.6,44.8,623.5,3,4,0,4.8,0,2,2
78.6,135.2,510.0,95.0,41.1,19.8,17.3,1267.9,3,3,1,20.6,0,8,3
34.2,39.2,182.9,78.0,32.5,37.1,69.0,1656.5,2,3,0,2.6,0,6,1
27.6,173.6,813.3,95.0,25.5,27.4,14.4,372.6,2,4,1,20.6,0,8,3
57.0,37.4,51.3,78.1,22.8,29.5,31.5,907.5,3,2,0,19.2,0,1,2
76.9,70.9,169.8,78.4,35.7,30.9,63.3,2050.6,4,3,0,12.6,0,5,2
59.8,388.6,1006.3,95.0,39.3,16.0,40.2,1301.9,3,3,0,9.8,0,7,3
61.7,17.7,44.5,46.5,7.7,16.6,60.7,2703.8,2,3,0,6.2,0,2,1
19.5,270.2,1178.2,95.0,35.5,28.5,98.8,1783.0,3,1,0,16.3,0,6,2
39.8,46.9,70.1,63.5,14.4,22.1,68.9,2607.8,2,4,0,4.9,0,11,1
56.2,11.6,28.3,40.8,11.2,24.0,49.0,1576.9,1,3,0,10.1,0,2,1
80.7,49.1,112.0,78.4,43.5,31.6,58.4,2085.5,5,4,0,16.2,0,1,2
25.0,129.4,284.7,95.0,15.3,33.7,79.2,1573.2,3,3,0,29.2,0,6,2
53.1,63.2,65.5,62.1,49.0,20.8,88.7,2404.2,1,2,0,16.1,0,10,1
99.0,17.6,21.4,52.8,14.2,17.0,55.6,1751.3,1,3,0,20.8,0,12,1
65.8,19.7,73.0,40.0,49.7,15.9,63.1,1148.4,0,5,0,17.7,0,7,1
30.9,50.1,72.1,67.9,44.3,27.9,30.8,558.9,1,2,0,2.9,0,1,1
13.7,17.5,49.0,51.2,19.0,43.7,49.3,2635.3,0,1,0,16.6,0,1,0
32.8,298.4,1067.6,95.0,40.5,20.8,28.7,2644.1,3,3,1,15.9,0,9,3
29.4,152.5,495.1,95.0,46.6,30.7,51.1,1162.7,5,5,0,14.6,0,7,3
60.0,59.0,158.4,87.8,11.9,24.5,94.5,1989.5,3,4,0,19.1,0,4,2
88.8,46.5,98.1,74.2,6.4,19.1,50.8,2489.2,0,1,0,14.9,0,1,1
23.6,176.8,818.8,95.0,11.7,41.4,92.4,1412.2,3,2,0,23.8,0,8,2
41.3,56.1,113.0,63.7,24.4,21.7,18.9,393.1,3,3,1,24.3,0,10,2
66.5,297.0,653.0,95.0,18.6,40.8,5.0,2779.7,2,4,1,20.1,0,7,3
69.3,23.0,46.1,47.5,11.1,17.1,7.2,673.2,5,2,1,8.6,0,10,1
69.5,8.3,18.5,55.8,23.2,31.5,87.4,696.5,1,2,0,12.3,0,2,1
68.9,110.4,511.8,93.1,39.4,30.2,55.7,567.4,3,2,0,8.9,0,6,2
24.7,60.0,163.6,75.3,44.8,32.9,96.0,1345.8,2,5,0,18.1,1,12,2
32.3,63.1,173.7,90.4,28.3,25.9,35.1,1330.2,4,4,0,19.8,0,10,2
40.5,269.2,1168.5,95.0,17.3,35.7,81.8,135.9,3,1,0,6.6,0,8,2
10.8,632.7,1538.8,95.0,9.3,18.7,70.9,2614.4,1,4,0,21.6,0,7,2
49.2,383.0,1527.5,95.0,31.0,34.4,49.9,1633.9,4,3,0,13.3,0,6,3
21.2,20.3,49.6,57.1,47.0,33.6,77.8,2456.8,0,4,0,6.1,0,3,1
66.9,49.2,78.1,78.6,16.0,27.2,91.3,1471.2,2,4,0,16.6,0,5,2
83.5,166.6,679.8,95.0,35.1,26.1,61.9,2013.4,3,3,0,10.6,0,8,3
11.8,125.3,461.8,95.0,11.2,20.8,89.3,268.2,0,2,0,6.9,0,6,2
53.8,22.5,51.9,65.7,14.8,17.1,60.8,2011.8,2,4,0,10.0,0,4,2
9.4,13.6,27.3,40.4,27.1,31.5,57.7,126.3,3,4,0,18.0,1,10,1
58.5,438.8,1859.9,95.0,43.2,31.3,99.0,890.2,1,4,0,14.2,0,9,3
27.5,82.4,276.9,82.2,19.4,28.9,64.1,1656.6,5,1,0,20.1,1,9,2
66.6,46.0,92.4,80.0,9.8,43.5,98.4,2976.6,1,4,0,11.1,0,11,2
59.0,17.8,39.1,61.0,21.4,42.6,46.0,1516.3,1,4,0,12.7,0,2,2
53.8,28.6,82.6,64.0,23.2,19.2,69.9,1471.0,4,5,0,28.4,0,10,2
48.0,128.6,476.1,95.0,7.8,28.9,92.0,1284.8,4,2,0,17.9,0,6,2
35.8,37.0,73.8,51.1,22.9,16.6,0.7,2803.7,2,2,1,12.9,0,1,1
19.5,49.9,132.9,82.7,40.8,24.5,19.6,1526.8,2,2,1,11.9,0,1,1
40.0,27.7,49.3,68.0,32.5,41.2,65.3,1209.3,0,1,0,14.7,0,5,1
57.8,129.9,353.6,95.0,11.7,17.1,52.4,791.7,1,2,0,16.7,0,8,2
68.1,225.3,1076.2,95.0,46.3,20.3,60.5,1366.9,3,1,0,16.5,0,6,3
42.6,16.6,20.2,50.8,24.1,32.4,35.7,1576.7,4,3,0,12.9,0,4,1
48.6,38.6,50.6,52.4,21.8,38.5,26.3,676.3,2,2,1,4.0,0,3,1
81.8,39.6,47.7,65.5,14.5,22.3,82.1,965.4,1,3,0,21.2,0,2,1
45.0,34.3,50.2,75.4,37.6,33.9,72.9,779.0,0,4,0,30.2,0,2,2
66.2,213.0,765.9,95.0,8.3,41.6,77.1,110.3,0,2,0,6.2,0,7,3
42.9,231.8,839.8,95.0,28.9,35.2,90.6,2188.4,1,1,0,13.3,1,8,3
14.2,248.2,1210.2,95.0,38.9,39.1,67.4,1199.1,4,4,0,17.0,0,9,2
15.8,65.7,101.9,84.0,33.7,35.7,42.4,159.0,4,4,0,5.4,0,12,1
9.6,110.1,486.2,86.4,35.2,17.2,62.3,2626.0,2,4,0,15.9,0,8,2
41.8,40.0,92.5,76.6,46.1,25.2,63.6,1440.2,2,2,0,3.9,0,5,1
45.6,35.6,91.6,50.2,43.2,30.0,52.1,2510.8,6,4,0,19.9,0,10,1
17.1,352.4,846.1,95.0,34.7,40.1,98.9,687.2,1,4,0,12.2,0,8,2
68.2,329.2,945.0,95.0,41.4,44.8,60.2,2957.5,0,4,0,12.0,0,9,3
35.2,226.6,830.7,95.0,43.0,28.3,87.7,2559.4,1,3,0,5.8,0,7,3
52.6,16.0,46.1,60.0,19.5,32.8,52.8,1482.4,3,3,0,22.9,1,3,2
75.0,37.8,75.7,75.8,35.4,36.1,14.4,1961.9,6,3,1,7.7,0,4,2
79.2,50.2,56.5,80.8,13.0,31.3,59.0,1089.4,3,5,0,11.7,1,2,2
32.0,58.0,69.7,63.4,17.4,19.0,44.8,1827.7,1,3,0,21.7,0,5,1
24.7,84.7,259.1,85.1,20.0,32.5,61.0,231.5,2,3,0,17.5,0,9,2
15.4,15.7,42.2,42.0,21.7,40.3,22.0,555.8,0,5,1,14.8,0,12,1
76.1,32.8,54.3,64.9,35.1,36.5,90.3,417.9,1,3,0,10.2,1,4,2
31.5,40.7,99.2,66.0,37.5,37.6,83.3,2733.4,2,2,0,6.8,0,12,0
44.0,28.5,51.1,70.2,29.3,39.6,41.4,2018.9,1,3,0,17.7,0,11,1
32.0,72.6,170.2,75.5,16.5,23.1,40.6,2794.4,1,3,0,16.2,0,1,2
53.8,25.3,45.3,58.3,5.2,17.7,54.2,2987.9,2,2,0,22.7,0,5,1
26.0,19.6,25.7,52.8,36.7,39.1,2.3,231.4,2,4,1,15.6,0,11,1
62.5,54.6,113.1,83.2,46.0,18.9,68.8,878.1,1,2,0,14.0,0,3,2
46.7,292.1,1399.2,95.0,13.7,26.7,20.9,258.1,3,5,1,15.7,0,9,3
13.3,26.9,74.3,53.3,44.9,36.1,94.9,1515.6,1,1,0,23.5,0,11,0
43.7,59.9,176.4,86.5,21.5,36.1,17.0,2797.7,2,3,1,12.4,1,11,3
51.5,286.4,1318.6,95.0,34.7,32.7,12.8,793.1,1,5,1,15.3,0,8,3
28.0,47.0,131.6,79.1,39.5,37.4,70.6,2571.5,0,4,0,23.5,0,12,1
30.2,24.3,29.9,65.8,40.4,22.8,26.4,1868.0,2,4,1,12.9,0,1,1
27.8,44.1,97.5,76.5,7.7,34.4,71.8,2398.1,1,4,0,11.8,0,5,1
40.0,170.7,517.0,95.0,10.3,33.4,59.5,982.4,3,3,0,30.3,0,6,3
38.5,34.7,102.8,69.1,29.3,32.4,69.9,2764.6,0,1,0,10.5,0,1,1
38.7,49.1,145.3,56.8,6.8,29.6,14.3,502.2,4,1,1,12.8,0,1,1
72.5,52.3,182.7,75.5,5.9,42.8,59.7,2519.8,1,1,0,17.3,0,9,2
15.1,29.7,70.9,54.5,49.5,23.5,63.7,887.2,1,3,0,19.4,0,3,0
