sea_surface_temp_c,atmospheric_pressure_hpa,wind_speed_kmh,wind_shear_kms,humidity_percent,coastal_distance_km,latitude,coriolis_parameter,cloud_top_temp_c,vorticity,previous_cyclone_30d,month,risk_level
21.7,1003.5,31.6,10.3,89.2,55.9,24.29,5.9994,-38.2,3.71,0,7,1
23.6,1017.1,59.0,4.5,89.3,338.7,22.24,5.5189,-22.2,1.2,0,3,0
29.7,1015.7,54.9,8.6,90.2,341.5,16.15,4.0561,-42.8,5.8,1,11,2
26.4,1016.2,73.0,34.0,90.7,486.1,15.16,3.8138,-39.1,0.08,0,7,1
28.5,979.1,26.6,29.2,92.1,389.5,10.12,2.5624,-37.5,1.78,0,6,2
31.0,1001.6,32.4,34.0,92.4,215.4,18.28,4.5733,-46.5,1.91,0,5,2
25.8,1001.6,57.6,15.8,94.6,672.3,17.99,4.5048,-38.2,0.24,0,12,1
25.2,1005.1,65.8,22.8,63.2,289.5,12.05,3.0451,-42.0,0.78,0,7,0
29.6,962.5,31.1,30.2,91.9,365.6,22.51,5.5826,-45.8,9.67,0,10,2
24.5,1014.8,47.4,12.6,68.8,404.1,9.96,2.5235,-30.6,0.32,0,4,0
29.6,993.7,24.9,23.0,62.8,74.3,20.15,5.0245,-30.2,2.06,0,5,2
20.3,1013.3,33.2,17.3,82.8,388.3,22.92,5.6803,-46.8,0.98,0,8,0
24.5,1014.2,27.9,13.7,82.8,365.0,11.18,2.8272,-44.9,2.1,0,2,0
22.4,1017.6,51.3,28.5,79.1,518.2,12.82,3.2362,-44.6,1.05,0,9,0
22.7,1018.3,49.1,37.3,73.9,596.9,22.79,5.6484,-23.1,0.8,0,7,0
30.5,973.8,51.9,25.0,60.8,65.6,20.02,4.993,-24.9,2.14,0,10,3
20.2,1006.8,34.9,29.4,66.8,197.6,16.05,4.0327,-25.4,0.8,0,3,0
24.7,1011.0,64.7,29.0,70.9,446.9,20.01,4.9906,-52.9,1.2,0,9,0
26.4,976.6,50.2,25.9,83.6,507.8,17.21,4.3163,-58.9,2.15,0,6,2
21.2,1012.7,48.1,17.2,73.4,447.9,19.01,4.7505,-50.3,1.84,0,8,0
20.7,1018.2,47.4,0.7,94.9,172.2,17.31,4.3397,-59.7,0.02,0,9,0
28.9,1005.5,57.7,36.8,79.9,454.8,12.41,3.1345,-22.7,0.02,0,11,2
22.1,1004.7,19.0,29.8,68.2,483.1,15.58,3.9175,-30.7,0.08,0,2,0
21.1,1011.0,66.4,34.9,64.6,458.3,10.72,2.7124,-45.1,0.92,0,4,0
23.1,1004.1,29.3,31.2,71.3,388.9,14.39,3.6234,-23.4,4.79,0,3,0
21.8,1025.9,51.0,22.7,80.4,610.5,14.71,3.7044,-58.3,1.2,0,2,0
29.1,988.2,27.8,37.2,94.6,576.7,23.26,5.7584,-34.1,4.46,0,11,2
29.3,996.4,56.1,32.8,76.7,37.7,15.3,3.8491,-59.7,1.14,0,10,3
24.5,1012.7,45.5,30.1,83.1,513.2,18.34,4.5892,-25.0,0.84,0,12,0
24.7,1001.3,43.5,26.6,76.0,424.1,14.95,3.7626,-50.2,1.55,0,12,0
29.2,1002.6,68.3,24.3,90.4,128.1,16.83,4.2228,-25.6,2.55,0,6,2
27.8,1007.9,26.0,25.6,80.8,354.8,10.48,2.6524,-57.3,1.24,0,12,0
22.8,1013.9,26.1,5.8,83.2,211.3,10.66,2.6987,-44.7,1.88,0,12,0
20.8,1011.3,34.2,20.5,65.2,7.4,14.25,3.5908,-31.2,1.38,0,7,1
20.4,1007.1,38.4,25.0,88.7,475.8,20.59,5.1286,-54.6,2.94,0,9,0
23.2,996.2,44.8,42.5,72.6,348.5,19.16,4.786,-35.1,1.45,0,9,0
26.8,1013.1,50.8,65.6,78.8,582.3,21.9,5.4398,-44.1,0.97,0,12,1
24.0,1019.2,32.4,7.8,79.5,123.5,18.65,4.6641,-43.9,0.34,0,3,0
20.2,1021.1,43.8,24.5,91.5,404.1,20.54,5.1178,-55.6,1.49,0,8,0
28.5,970.1,34.4,7.0,70.3,539.2,11.58,2.9266,-46.9,3.25,1,6,2
21.1,1017.3,56.4,9.6,84.5,492.5,24.74,6.1047,-29.4,6.52,0,12,0
24.3,1017.9,48.3,25.6,73.1,525.0,23.92,5.9138,-43.8,0.75,0,9,0
21.1,1021.4,67.7,20.0,62.2,103.1,13.99,3.5247,-48.9,0.3,0,2,1
31.6,1008.7,59.1,80.4,85.2,333.7,13.49,3.4019,-25.3,2.23,0,5,2
28.8,997.9,32.5,32.0,63.3,147.1,18.83,4.7071,-37.2,4.31,0,5,2
30.7,983.8,81.5,8.3,85.7,178.6,18.28,4.5748,-28.7,0.58,0,6,3
24.7,1019.4,21.8,8.3,86.2,803.2,24.21,5.9812,-38.2,0.24,0,4,0
26.2,1014.6,23.1,32.7,92.0,176.8,13.89,3.5005,-51.5,0.86,0,3,0
21.8,1003.2,18.0,18.6,79.8,484.1,16.29,4.0901,-54.4,2.68,0,3,0
29.2,1001.6,131.4,24.8,77.1,280.4,15.81,3.973,-58.4,2.4,1,6,3
22.1,1001.2,22.2,15.7,69.9,609.8,8.81,2.2331,-39.5,0.46,0,7,0
27.3,1017.5,17.5,39.1,73.9,250.3,16.97,4.2576,-24.8,0.17,0,12,0
27.2,968.6,67.4,24.8,92.6,92.7,13.67,3.4462,-52.4,7.46,1,11,3
25.6,1009.8,33.0,17.9,73.6,396.8,17.27,4.3303,-56.4,0.59,0,12,0
21.0,1008.3,52.1,29.6,76.4,72.8,22.52,5.5867,-55.7,2.73,1,7,1
26.7,988.7,56.4,6.8,62.3,476.4,10.05,2.5445,-38.8,0.25,0,2,2
27.9,1010.8,47.5,41.1,88.9,201.9,16.67,4.1828,-55.9,1.01,0,8,1
23.3,1006.5,18.5,31.9,87.7,429.2,14.89,3.7477,-33.1,1.87,0,4,0
22.9,1008.7,71.2,39.8,69.6,178.6,19.53,4.875,-44.4,1.61,0,1,0
29.4,1019.3,27.0,27.1,79.2,284.5,21.72,5.397,-46.0,0.15,0,11,1
27.0,1014.8,62.3,46.3,65.4,504.0,21.36,5.3112,-42.6,0.36,0,1,1
22.0,994.1,84.1,12.0,73.4,318.8,22.71,5.6298,-42.6,0.98,0,3,1
22.6,1014.3,50.8,28.5,82.5,480.5,24.2,5.9773,-22.2,3.3,0,2,0
23.2,1016.4,70.1,25.6,71.5,441.2,10.41,2.6343,-30.1,0.62,0,3,0
31.5,985.6,60.7,34.5,71.4,711.4,16.07,4.0376,-44.0,4.28,1,10,2
31.4,1010.3,42.6,33.2,79.4,507.0,8.84,2.2412,-57.9,0.61,1,11,1
26.7,978.4,52.8,30.7,61.2,510.1,20.04,4.997,-29.3,3.18,0,6,2
21.1,1011.2,82.3,38.6,91.5,81.3,20.77,5.1725,-42.9,4.36,0,4,1
27.7,1003.8,39.3,52.9,68.9,346.0,10.52,2.6621,-46.8,0.37,0,8,1
25.5,1001.4,30.3,31.8,60.4,345.8,19.21,4.798,-56.1,1.03,0,3,0
25.3,1000.3,25.7,37.8,65.6,370.7,18.21,4.557,-39.9,0.91,0,7,0
31.5,1003.3,50.3,4.1,89.5,487.0,12.87,3.2477,-51.9,2.5,0,11,2
25.8,1000.1,57.7,53.7,85.0,68.6,24.3,6.0012,-54.3,0.12,0,3,1
29.7,1000.4,62.4,34.5,82.8,440.7,16.01,4.0221,-25.5,7.21,0,5,2
21.6,1005.0,47.3,2.6,60.7,147.5,11.6,2.9331,-20.5,3.97,0,1,1
27.6,1004.5,26.2,66.7,70.7,225.1,9.91,2.5094,-44.6,3.39,0,3,1
24.1,1010.5,34.8,22.9,91.4,294.2,8.31,2.1085,-32.1,1.53,0,1,0
22.7,1017.5,46.0,2.2,80.3,235.2,17.47,4.3792,-31.1,0.83,0,12,0
27.9,1001.1,61.9,14.1,88.3,356.4,20.42,5.0896,-37.4,1.63,0,12,1
20.4,999.5,42.1,20.9,86.8,519.2,9.5,2.4079,-56.7,1.29,0,1,0
30.2,992.3,59.9,33.1,65.3,27.7,20.57,5.1241,-24.2,1.03,1,6,3
23.8,1020.3,42.7,23.5,63.8,376.4,11.52,2.9127,-31.3,0.37,0,3,0
27.4,986.5,18.6,40.8,89.6,489.0,20.53,5.1139,-53.3,1.42,0,5,2
26.5,1018.3,59.6,5.9,67.0,252.6,23.38,5.7865,-47.6,1.09,0,7,1
21.2,1015.4,41.8,12.7,83.0,485.0,17.05,4.2762,-40.7,0.68,0,9,0
20.4,1012.6,32.8,13.6,60.0,52.7,8.69,2.204,-58.8,3.18,0,3,0
24.3,1012.8,60.7,25.4,60.1,284.5,8.75,2.2174,-58.2,0.2,0,12,0
21.4,996.5,52.3,24.7,61.6,355.2,24.13,5.9622,-26.1,0.2,0,1,1
26.8,1010.4,42.1,43.2,87.1,176.3,23.79,5.8832,-23.8,1.38,0,8,1
30.4,994.1,24.2,30.7,76.4,90.8,8.49,2.1537,-50.9,21.58,0,5,2
26.0,1010.4,84.9,12.2,68.7,325.6,18.79,4.6982,-47.7,1.68,0,8,1
22.9,1004.3,27.1,17.7,69.6,44.2,17.03,4.2716,-32.1,3.94,0,4,1
26.9,1024.5,23.5,15.2,94.1,406.9,16.69,4.1887,-47.7,1.79,0,1,0
21.3,1015.9,20.0,32.4,71.6,220.0,19.25,4.8092,-28.8,1.17,0,8,0
26.4,1005.5,33.5,29.7,94.3,238.3,22.76,5.6418,-43.3,3.8,1,11,1
28.5,994.3,24.9,48.4,67.9,461.1,8.74,2.2157,-38.0,9.44,0,11,2
24.4,1009.6,44.0,11.2,86.1,77.8,8.77,2.224,-40.1,2.61,0,4,0
31.2,1007.4,34.2,27.1,94.0,518.6,16.69,4.1877,-23.7,6.4,1,10,1
25.3,1011.2,52.3,5.7,88.0,135.3,18.54,4.6383,-35.7,0.98,0,9,1
26.9,1003.6,55.7,25.7,88.3,258.3,17.9,4.4833,-32.9,0.19,0,4,2
28.3,979.0,21.6,22.8,78.8,130.0,21.23,5.2813,-40.8,5.18,1,11,2
27.6,1017.4,56.1,43.0,64.4,534.1,21.19,5.2717,-50.0,3.11,0,3,1
21.5,1009.6,36.3,61.2,84.9,257.7,8.68,2.2016,-24.9,0.89,0,8,0
21.2,1010.1,34.5,23.6,91.2,489.2,12.69,3.203,-31.7,2.23,0,12,0
25.5,1013.2,60.3,26.1,84.2,228.2,17.76,4.4492,-52.5,0.16,0,4,0
20.4,1008.7,41.9,37.9,88.7,102.3,15.8,3.9719,-40.5,0.01,0,1,0
30.6,996.7,55.9,21.6,79.3,231.4,11.26,2.8469,-55.1,1.98,0,5,2
29.1,966.8,31.1,10.9,70.7,332.3,16.06,4.0335,-33.6,12.51,0,10,2
30.1,978.9,34.2,35.2,81.3,265.6,14.45,3.6398,-42.5,5.21,0,11,2
20.1,1013.0,56.6,8.9,80.5,569.6,16.97,4.2579,-33.2,3.07,0,12,0
24.9,1009.5,23.3,15.3,85.9,730.7,18.26,4.5697,-31.4,0.4,0,1,0
21.0,1006.2,35.8,8.5,71.7,555.9,22.25,5.5212,-28.3,1.23,0,12,0
21.5,1002.7,29.1,48.9,77.3,419.6,15.39,3.8698,-60.0,3.02,0,1,0
21.0,1009.3,46.5,47.2,88.2,419.7,10.06,2.5485,-37.0,0.65,0,12,0
25.7,1003.8,50.9,12.8,72.6,268.5,21.44,5.3315,-27.9,0.94,0,1,1
25.7,1010.7,23.4,13.9,65.8,105.2,18.96,4.7393,-30.8,0.39,0,3,0
20.5,1003.2,12.6,28.9,94.6,267.0,20.03,4.9963,-59.5,6.42,0,12,0
24.0,1003.5,74.2,53.0,77.5,371.2,22.25,5.5218,-46.1,1.41,0,7,1
24.7,997.3,23.5,12.1,70.3,284.1,18.83,4.7065,-26.4,0.08,0,12,0
22.5,1014.6,54.9,16.7,65.2,113.3,10.82,2.7379,-20.3,0.53,0,1,1
23.6,1011.3,83.7,14.5,66.4,493.5,14.35,3.6139,-20.2,1.76,0,1,0
27.9,1000.9,31.8,29.7,64.9,235.8,16.53,4.1499,-44.4,1.57,0,2,1
25.8,1008.3,16.0,14.7,91.3,320.8,19.85,4.9528,-59.9,3.05,0,2,0
30.6,1002.1,28.7,39.0,89.3,398.4,21.75,5.4049,-46.2,0.27,0,11,2
20.7,992.5,37.9,30.4,94.2,453.7,8.42,2.1345,-52.1,0.82,0,1,1
31.6,991.6,51.2,25.2,60.9,774.9,23.7,5.863,-22.4,3.47,0,11,2
24.8,1007.2,25.4,49.7,82.6,755.7,11.89,3.0046,-46.8,0.28,0,7,0
26.2,1009.1,40.4,15.4,94.6,390.5,22.77,5.6442,-50.9,1.45,0,8,0
26.8,1030.1,45.7,28.8,62.3,549.0,16.95,4.2521,-35.2,0.6,0,7,0
23.5,1024.2,58.0,24.0,91.1,498.3,20.23,5.0434,-23.1,2.55,0,3,0
31.1,993.7,91.5,16.9,71.3,83.3,22.4,5.5585,-45.2,6.43,0,11,3
26.3,1001.4,58.7,24.9,83.7,454.5,14.36,3.6166,-37.9,0.63,0,3,1
26.2,1011.0,75.4,39.0,77.3,586.9,17.01,4.2665,-37.3,0.27,0,5,1
31.2,985.7,35.6,33.0,60.9,330.2,16.93,4.2482,-57.9,13.7,0,5,2
24.3,1007.5,37.5,21.0,81.7,391.2,12.46,3.1461,-53.2,0.02,0,4,0
20.5,1002.6,77.2,37.8,60.5,387.7,24.87,6.1344,-34.7,1.58,0,1,1
24.0,1006.5,41.6,19.6,76.2,545.3,20.43,5.0902,-34.2,1.63,0,7,0
29.1,976.7,49.9,51.0,76.7,401.4,22.53,5.5879,-37.7,4.15,0,6,2
22.6,1020.0,53.1,25.5,93.7,457.9,18.86,4.7142,-36.3,0.08,0,12,0
27.1,999.4,67.2,32.3,67.9,267.7,23.29,5.7654,-45.4,0.14,0,2,2
25.5,1009.8,43.7,12.9,61.7,711.0,11.63,2.9396,-49.8,7.36,0,7,0
24.9,1010.0,48.1,36.4,81.8,322.1,22.63,5.6127,-53.9,2.6,0,2,0
21.0,994.1,60.2,28.0,76.4,372.6,13.58,3.4251,-48.8,2.48,0,2,1
21.9,1023.4,35.2,25.4,61.7,631.1,19.88,4.9593,-56.5,3.44,0,2,0
28.9,980.1,111.0,38.2,75.9,140.8,13.13,3.3132,-28.7,0.66,1,10,3
21.0,1005.7,66.5,23.0,80.7,37.7,18.38,4.5978,-37.1,0.15,0,1,1
27.8,1010.0,49.4,23.7,69.2,360.9,8.57,2.1734,-50.1,2.92,0,9,0
23.8,998.4,45.7,32.8,72.7,1036.7,23.36,5.7819,-48.7,0.11,0,12,0
26.4,976.3,20.2,32.8,83.0,450.5,17.66,4.4254,-43.3,0.78,0,6,2
30.7,984.3,25.6,8.0,91.8,293.8,8.2,2.0797,-29.9,1.7,0,6,2
20.7,1013.5,103.0,45.5,77.6,279.8,22.49,5.5783,-54.6,2.44,0,12,1
25.4,1009.2,22.4,34.6,90.7,514.6,14.19,3.5757,-52.3,0.82,0,9,0
28.3,996.1,66.6,12.3,72.2,577.9,11.69,2.9551,-43.7,10.03,0,6,2
22.7,1004.1,57.5,22.8,72.5,436.0,10.58,2.6783,-38.9,0.11,0,2,1
22.5,1013.0,52.5,23.0,78.7,323.9,24.91,6.1426,-48.2,1.3,0,7,0
31.2,993.5,45.0,8.8,82.7,427.2,15.61,3.9248,-35.8,0.4,1,5,2
21.2,1002.6,20.2,24.0,75.0,299.8,13.95,3.5166,-42.9,0.54,0,9,0
27.8,1004.2,39.9,21.5,78.3,294.6,15.14,3.8089,-22.9,0.35,1,3,1
29.6,990.6,54.9,9.7,78.0,168.7,12.38,3.1272,-45.8,5.81,0,10,2
27.9,1002.8,51.7,27.6,90.1,315.3,20.61,5.1325,-57.1,0.61,0,9,1
28.0,995.9,51.9,30.6,94.0,350.7,16.9,4.2387,-44.1,5.43,0,6,2
26.6,1005.7,40.5,30.8,91.9,408.4,17.73,4.4409,-34.1,2.47,0,4,0
28.8,963.6,41.8,18.1,89.7,330.3,22.69,5.6262,-20.8,4.62,0,10,2
21.5,1005.3,60.6,26.1,64.3,437.5,10.12,2.5626,-33.0,0.52,0,2,0
26.6,992.6,73.3,44.6,70.6,510.9,23.32,5.7743,-49.4,7.15,1,6,2
28.9,979.1,29.7,13.7,92.2,322.7,13.53,3.411,-23.2,10.98,0,11,2
23.3,1015.4,26.8,12.2,78.0,457.5,18.56,4.6427,-38.5,0.02,0,9,0
21.6,1003.0,30.9,14.8,72.2,99.4,13.03,3.2883,-24.4,3.92,0,12,1
31.1,976.8,61.9,42.1,62.5,356.4,13.04,3.2912,-23.3,9.35,1,6,2
22.3,1008.1,55.8,27.9,71.0,69.3,17.95,4.4955,-38.7,1.63,0,9,1
20.8,1011.9,43.8,41.8,92.6,176.0,9.46,2.3977,-21.5,0.34,0,7,0
26.7,1003.3,61.3,22.6,64.6,461.0,22.05,5.4762,-23.2,0.94,1,10,2
20.9,1005.2,29.5,26.4,66.6,362.4,21.9,5.4409,-45.2,1.46,0,8,0
30.4,990.2,14.6,28.4,85.7,317.3,16.14,4.0533,-51.2,0.44,0,6,2
27.2,1008.7,52.4,33.5,75.3,145.5,16.46,4.132,-54.3,1.69,1,7,1
27.2,997.9,47.3,36.7,91.3,344.4,18.44,4.6136,-28.4,10.35,1,6,2
21.8,1005.9,28.3,36.3,90.3,756.0,10.47,2.6497,-44.9,0.99,0,2,0
27.3,1006.7,59.9,14.0,69.8,474.4,8.64,2.1915,-44.6,2.37,0,4,1
26.2,998.9,52.5,8.7,70.3,169.1,17.13,4.2954,-47.5,6.91,0,1,2
20.6,1018.1,48.9,12.3,88.2,521.4,9.92,2.5116,-54.7,0.54,0,8,0
28.1,1004.8,35.3,36.6,60.7,508.9,18.5,4.6287,-34.8,10.41,0,11,2
27.2,1012.1,59.1,8.5,77.4,331.4,14.86,3.7413,-57.1,2.26,0,1,1
29.1,992.4,79.2,12.9,83.6,520.5,19.28,4.8164,-55.1,0.23,0,6,2
23.3,997.8,36.2,37.1,66.5,337.0,17.7,4.435,-47.4,1.9,0,9,0
21.5,1009.0,55.8,27.7,86.5,497.5,8.01,2.0334,-53.5,2.89,0,4,0
25.0,1019.2,57.4,24.4,67.4,375.7,20.65,5.1444,-56.8,0.16,0,9,0
21.9,994.1,70.7,24.7,89.1,524.7,17.12,4.2927,-58.7,0.63,0,3,1
30.1,986.5,82.2,18.7,86.5,212.6,9.02,2.2859,-54.8,4.71,0,10,3
20.7,1031.1,65.7,23.6,90.2,382.3,10.24,2.5937,-32.7,1.42,0,4,0
25.9,1017.9,58.8,45.7,65.4,255.6,23.82,5.8907,-43.7,1.78,0,8,0
28.6,1001.1,69.9,25.0,90.2,500.1,12.12,3.0627,-30.7,5.21,0,10,2
24.5,1017.9,26.8,15.0,94.1,414.1,16.92,4.2457,-45.8,0.25,0,8,0
23.2,1021.5,78.4,0.6,62.4,501.5,16.75,4.2041,-38.6,0.41,0,2,0
20.8,1002.4,42.0,24.1,92.0,600.1,12.71,3.2097,-20.6,1.11,0,4,0
22.8,1014.3,43.0,2.8,68.5,20.6,21.23,5.2802,-38.3,1.66,0,2,1
30.2,1000.9,22.4,9.1,68.8,311.2,24.68,6.0889,-43.3,0.82,0,6,2
29.9,994.0,121.4,5.6,72.8,336.5,9.63,2.4401,-29.1,5.96,0,10,3
20.9,995.9,51.3,4.5,63.7,607.4,24.02,5.9368,-35.3,3.17,0,12,1
27.1,1001.1,24.1,3.5,65.8,187.4,8.39,2.1292,-34.6,0.14,0,8,1
28.2,1004.6,57.8,51.3,92.7,500.7,13.48,3.3984,-48.9,2.58,0,6,2
22.5,997.5,17.8,35.9,75.4,408.1,17.4,4.3621,-53.0,4.82,0,12,0
22.7,998.7,35.2,47.0,79.0,425.6,21.78,5.4123,-55.9,0.77,0,8,0
30.6,1006.2,62.3,33.0,88.5,409.4,17.15,4.2997,-36.8,31.97,0,5,2
26.0,1007.8,75.0,3.8,87.7,499.6,10.9,2.7589,-53.7,0.93,0,12,1
27.7,996.4,72.4,25.5,75.0,347.7,12.6,3.1815,-56.8,0.16,0,8,1
26.2,1007.8,47.2,24.0,92.6,629.0,11.38,2.8781,-32.6,1.31,0,3,0
26.7,1015.5,40.5,41.4,74.0,173.6,8.04,2.0394,-33.6,1.4,0,7,1
29.2,991.5,103.3,7.8,74.5,303.2,8.93,2.2626,-35.7,11.49,0,10,2
27.7,1027.5,52.1,22.5,83.5,255.9,15.05,3.7866,-33.8,5.67,0,2,1
24.0,1001.0,62.5,13.4,88.5,491.1,19.47,4.8612,-28.7,2.66,0,4,1
24.1,1006.0,46.3,14.0,61.9,112.8,22.45,5.5691,-29.5,1.82,0,9,0
24.1,1011.5,79.8,21.8,74.6,143.9,12.16,3.0718,-30.8,0.66,0,4,1
24.9,1017.0,31.0,11.8,78.9,442.4,21.46,5.3353,-55.8,3.34,0,8,0
22.1,1006.4,30.1,26.5,64.7,97.1,12.03,3.0403,-48.3,7.25,0,7,0
26.2,993.1,36.5,39.3,81.8,98.8,8.58,2.1759,-51.1,5.77,0,6,2
23.9,1011.3,24.3,37.6,83.7,247.8,20.72,5.1594,-20.6,0.95,0,1,0
23.2,1010.8,51.1,46.5,79.4,203.7,11.42,2.8885,-32.0,0.01,1,2,0
24.2,1008.7,19.6,17.0,87.0,197.0,18.06,4.5212,-59.7,2.76,0,3,0
27.3,974.6,49.1,11.7,84.3,477.7,17.33,4.3449,-21.1,2.35,1,6,2
25.7,1001.8,54.5,32.0,63.1,429.7,19.25,4.8072,-25.4,2.09,0,3,1
22.9,1011.7,47.4,28.6,62.0,260.9,16.38,4.1125,-40.0,0.94,0,2,0
22.2,1019.1,68.5,46.6,84.2,481.2,11.86,2.9965,-46.0,5.8,0,9,0
30.9,987.4,68.1,18.7,79.9,434.8,23.64,5.8483,-56.7,7.12,0,6,2
28.6,1029.7,45.5,26.3,89.7,531.1,21.48,5.3409,-34.8,4.35,0,5,1
24.4,1011.5,55.8,15.1,65.3,381.4,11.9,3.0085,-47.1,0.93,0,8,0
22.2,1003.2,23.8,6.3,84.2,417.0,15.01,3.7777,-22.6,4.94,0,8,0
23.0,1006.3,28.6,27.3,80.7,480.4,16.3,4.0923,-55.0,3.46,0,2,0
28.2,1008.2,36.1,12.8,68.5,571.3,21.48,5.3404,-40.0,4.27,0,11,1
24.3,1008.7,23.6,65.5,92.5,134.3,9.08,2.3003,-27.1,0.29,0,7,0
27.3,1004.6,18.0,18.8,84.6,185.6,21.73,5.4002,-52.0,3.32,0,8,1
23.4,1006.5,20.0,3.6,86.3,247.0,19.43,4.8514,-21.3,2.5,0,8,0
29.7,1004.9,43.6,15.4,83.1,221.2,11.37,2.8741,-21.7,3.29,0,11,2
20.9,998.5,54.8,26.3,74.4,519.0,12.38,3.1258,-53.4,0.23,0,1,1
26.4,1012.3,16.6,26.7,70.0,210.9,15.37,3.865,-30.5,1.08,0,3,0
20.9,1025.2,53.3,27.2,90.6,357.8,16.68,4.1867,-58.6,0.14,0,1,0
24.9,997.7,49.6,10.5,60.7,18.4,10.64,2.6916,-50.7,0.43,0,7,1
29.1,1011.6,24.6,7.9,94.1,641.1,10.64,2.6925,-38.0,13.45,0,6,1
25.2,1007.2,36.1,35.4,90.2,59.3,24.23,5.9859,-55.0,1.0,0,1,0
20.8,993.9,36.1,22.6,84.0,505.5,19.85,4.9534,-52.5,0.12,0,8,1
22.9,1009.2,27.9,28.5,90.2,189.2,19.25,4.8088,-25.9,1.13,0,1,0
29.4,970.7,14.5,30.2,93.4,361.9,11.25,2.8464,-58.6,2.04,0,11,2
21.1,1019.9,41.4,23.9,79.7,193.1,23.59,5.8374,-46.2,4.87,0,4,0
20.1,1011.3,47.4,29.7,86.5,412.9,23.15,5.733,-49.4,0.23,0,1,0
21.3,1002.0,38.7,13.8,63.3,575.2,19.37,4.8372,-24.5,0.15,0,7,0
26.0,1006.5,27.0,13.8,90.6,698.5,10.49,2.6547,-56.8,1.22,0,4,0
21.9,990.3,36.8,31.4,77.1,258.4,23.16,5.7363,-44.6,0.6,0,9,1
20.9,1029.4,28.7,29.3,70.1,389.5,16.85,4.228,-37.5,0.21,0,9,0
22.8,1002.1,42.5,37.6,61.0,594.5,9.53,2.4141,-29.2,0.43,0,12,0
25.4,1018.7,67.5,12.5,68.3,440.9,13.83,3.4865,-54.5,0.72,0,7,0
24.3,1009.2,38.0,16.7,78.5,32.5,17.35,4.3495,-28.9,1.82,0,3,1
24.5,1009.0,47.2,12.0,89.2,327.4,16.91,4.2424,-38.1,0.44,0,4,0
23.4,1000.7,53.0,16.9,65.7,157.6,16.51,4.1455,-51.6,0.32,0,3,1
26.5,997.5,45.4,53.4,72.4,271.4,18.98,4.743,-32.7,2.15,1,10,2
29.2,980.2,55.9,33.0,75.6,409.2,13.54,3.4143,-31.1,0.02,0,11,2
31.7,1011.4,77.7,35.2,94.4,426.2,18.82,4.7038,-36.8,3.55,0,11,2
22.6,1012.1,45.6,19.0,82.3,486.4,9.14,2.3163,-46.8,5.29,0,8,0
31.7,957.2,33.4,30.7,90.2,417.7,22.89,5.6718,-27.9,2.64,0,6,2
21.7,1007.1,61.3,14.2,88.8,158.7,9.43,2.3887,-37.7,0.03,0,2,0
26.0,993.5,98.4,6.5,69.8,130.1,22.52,5.586,-27.9,3.11,0,6,3
28.6,970.0,63.8,26.5,91.6,223.8,21.46,5.3357,-20.4,5.78,1,11,3
23.4,993.0,26.5,37.7,60.4,201.8,15.35,3.8611,-30.2,2.24,0,7,1
24.9,1005.2,42.8,30.4,86.7,272.2,8.09,2.0535,-22.2,0.16,0,8,0
21.0,1007.2,30.8,27.7,67.7,124.6,15.08,3.7946,-20.8,4.63,0,7,0
22.4,1000.7,19.5,7.1,92.9,169.2,15.08,3.7938,-44.9,2.71,0,9,0
20.6,1005.4,33.5,8.4,70.5,424.6,9.4,2.3832,-29.8,0.66,0,12,0
24.8,1027.7,29.1,50.2,89.0,485.9,18.67,4.668,-42.0,2.09,0,2,0
28.0,997.8,44.2,8.2,89.2,529.0,16.23,4.0755,-28.3,2.4,0,4,1
29.1,975.7,49.3,31.1,62.9,129.0,19.8,4.9402,-46.5,2.69,0,6,3
24.5,1023.2,59.4,40.6,82.8,509.4,8.28,2.0998,-57.7,0.43,0,8,0
24.8,999.7,49.0,9.8,75.0,395.3,12.24,3.0913,-53.3,3.91,1,9,0
21.9,1004.5,62.8,55.1,68.3,396.0,23.32,5.7723,-23.5,2.21,0,8,1
23.1,1001.6,38.4,30.1,73.4,665.6,23.8,5.8844,-57.8,4.86,0,8,0
25.7,1017.0,37.1,34.7,68.4,231.8,18.13,4.5381,-29.4,0.54,0,8,0
30.8,991.6,63.9,28.4,88.0,187.9,11.46,2.8981,-52.3,1.95,0,5,2
30.8,1005.1,66.9,23.0,83.2,249.6,9.85,2.4953,-32.4,2.11,0,11,2
24.9,1009.6,49.1,28.8,77.6,290.2,12.54,3.1662,-36.6,3.38,0,1,0
24.4,1006.5,45.5,31.7,86.4,286.7,17.33,4.3436,-56.4,0.29,0,1,0
27.1,1016.2,62.7,21.0,73.5,261.9,18.88,4.72,-29.9,0.21,0,2,1
25.8,1000.0,18.3,30.5,63.0,312.4,24.4,6.0243,-24.4,0.41,0,1,0
27.7,1012.7,14.8,13.5,77.7,563.0,17.58,4.4041,-41.4,0.14,0,3,0
23.1,1010.5,31.8,9.3,90.5,283.9,12.68,3.2014,-39.7,0.27,0,8,0
20.3,1028.0,30.0,38.0,94.0,261.1,13.93,3.5112,-48.9,0.65,0,7,0
21.4,1013.9,67.3,63.5,66.3,27.9,21.62,5.3735,-53.2,4.55,0,2,1
24.2,1005.8,46.3,32.3,91.1,366.8,12.83,3.2381,-40.7,1.48,0,9,0
24.3,1012.8,68.6,14.5,67.4,385.3,23.9,5.9089,-46.1,2.25,0,8,0
