rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,risk_level
74.21,69.02,3.09,3.5,0.022,79.4,130.4,24.9,92.8,29.8,9.36,9,0
244.97,242.28,10.21,9.61,0.264,95.0,165.0,25.2,95.0,13.5,7.83,6,2
22.65,18.94,0.94,4.37,0.035,55.8,329.1,21.4,77.7,11.2,13.6,5,0
15.88,16.65,0.66,4.95,0.01,52.1,440.9,27.7,62.9,15.2,6.85,4,0
26.54,34.79,1.11,4.33,0.032,62.6,272.9,28.0,59.0,14.9,5.27,2,0
31.76,29.71,1.32,2.37,-0.006,59.8,156.2,32.4,77.4,14.5,10.77,11,0
235.09,176.14,9.8,9.39,0.144,95.0,318.9,32.3,95.0,6.7,4.64,6,2
73.02,89.51,3.04,5.61,0.041,78.1,99.4,27.9,81.8,22.9,1.84,4,1
75.3,102.36,3.14,7.4,0.044,74.1,248.8,30.0,68.0,36.1,6.41,10,1
18.64,18.62,0.78,2.26,-0.043,46.9,202.5,36.4,74.7,10.0,10.9,11,0
18.8,25.92,0.78,4.24,0.019,47.3,395.3,38.2,63.9,12.4,3.18,4,0
75.46,59.56,3.14,3.06,0.007,65.7,177.2,26.7,94.3,27.1,7.2,11,0
16.89,20.13,0.7,7.62,0.027,57.5,51.4,23.5,60.2,19.9,15.98,12,1
25.03,35.42,1.04,4.45,0.005,56.1,385.8,20.3,78.5,31.3,9.79,2,0
26.44,22.11,1.1,7.54,0.04,49.3,133.3,29.3,61.0,26.2,9.21,4,0
49.35,57.92,2.06,6.69,0.011,58.8,153.0,28.5,76.5,22.6,4.83,5,0
76.65,100.24,3.19,10.39,0.156,73.0,289.8,24.5,79.1,26.8,8.87,7,1
27.75,30.86,1.16,5.32,0.097,58.0,174.1,28.8,70.5,17.7,7.07,4,0
4.37,3.94,0.18,2.64,0.008,46.9,307.4,26.8,62.3,13.9,6.51,1,0
16.91,15.65,0.7,3.42,-0.002,56.0,169.4,28.2,82.9,14.8,10.16,7,0
28.74,20.81,1.2,5.54,0.048,59.9,284.9,28.4,73.0,46.2,3.62,2,0
143.69,167.37,5.99,11.14,0.145,95.0,186.3,31.1,89.7,25.9,10.31,6,2
35.27,48.28,1.47,6.41,0.004,70.4,274.0,28.1,70.3,28.1,12.35,5,0
346.5,412.24,14.44,11.51,0.288,95.0,247.7,24.9,95.0,20.3,2.34,6,2
9.68,8.23,0.4,4.01,-0.004,48.5,284.4,16.7,70.7,19.7,1.72,12,0
98.64,139.22,4.11,7.53,0.113,80.7,415.4,29.2,95.0,22.2,10.0,11,1
128.81,150.63,5.37,10.8,0.168,90.1,390.7,27.5,80.9,21.4,3.52,7,2
130.32,173.02,5.43,6.84,0.155,95.0,171.8,29.9,83.3,13.7,4.23,9,1
19.06,20.92,0.79,1.94,-0.072,49.0,124.2,29.9,72.5,23.3,7.91,3,0
54.99,40.6,2.29,3.85,0.029,71.8,260.0,26.3,90.5,28.7,4.22,3,0
61.1,52.84,2.55,7.0,0.001,70.5,229.9,28.5,77.6,12.4,9.22,4,1
62.82,73.28,2.62,8.39,0.039,67.5,260.0,27.7,65.4,22.8,7.33,3,1
206.12,226.97,8.59,7.62,0.104,95.0,164.3,26.6,95.0,18.8,1.79,8,2
23.43,16.68,0.98,6.37,-0.028,52.5,105.3,28.2,79.7,23.5,6.52,12,0
45.23,59.07,1.88,5.87,0.072,63.8,84.1,25.0,76.0,36.6,12.32,12,0
33.51,41.25,1.4,4.03,-0.011,57.0,92.4,33.0,85.0,17.0,4.72,2,0
68.95,81.88,2.87,7.41,0.108,82.4,182.0,30.1,82.7,16.0,8.62,10,1
15.33,16.8,0.64,9.06,0.083,47.9,178.1,28.1,61.0,22.6,4.38,12,0
277.96,304.2,11.58,12.12,0.225,95.0,200.6,29.9,95.0,52.2,18.47,9,2
48.72,61.22,2.03,9.3,0.113,64.0,153.9,26.1,73.6,24.8,14.64,2,0
108.55,97.79,4.52,7.44,0.076,84.1,168.7,31.1,80.6,25.0,9.09,9,1
46.27,57.81,1.93,5.75,0.026,59.3,139.5,32.8,83.0,27.6,10.43,11,0
170.93,226.04,7.12,10.31,0.223,95.0,21.4,31.2,95.0,13.6,10.46,8,2
234.77,251.14,9.78,10.77,0.228,95.0,12.6,24.4,95.0,20.2,6.99,7,3
15.83,11.24,0.66,2.63,0.002,57.2,152.4,27.5,62.3,36.0,1.23,12,0
32.52,36.23,1.36,10.41,0.119,58.9,455.4,33.2,69.5,35.6,9.53,2,1
134.23,201.3,5.59,8.0,0.184,88.0,112.8,30.7,78.9,33.9,8.75,7,2
106.32,101.91,4.43,8.15,0.177,78.4,194.2,24.6,95.0,20.5,5.0,12,1
44.09,46.62,1.84,6.51,0.073,69.1,201.9,24.1,62.4,12.8,8.53,10,0
82.71,116.14,3.45,6.16,0.103,83.7,358.0,22.0,69.5,18.6,2.29,11,1
124.55,170.08,5.19,6.56,0.047,83.0,189.5,29.6,95.0,30.3,9.83,8,1
7.97,9.33,0.33,3.44,0.045,47.0,159.9,25.8,59.2,29.7,3.54,7,0
24.87,26.65,1.04,7.91,0.001,62.9,371.8,23.7,55.6,25.8,3.42,11,0
91.72,77.91,3.82,5.48,0.058,77.3,49.0,19.5,95.0,24.9,5.07,9,1
54.05,48.58,2.25,6.99,0.047,73.7,382.8,20.9,80.6,15.1,5.48,2,1
69.14,94.01,2.88,5.66,0.052,69.8,277.7,25.9,72.1,14.2,2.76,10,1
24.39,18.41,1.02,7.1,0.085,61.3,111.7,27.0,59.5,26.0,11.12,5,0
25.46,18.22,1.06,8.33,0.071,64.8,117.0,30.7,62.5,25.8,11.16,10,0
73.3,68.34,3.05,4.32,0.055,70.0,248.1,31.1,88.7,14.1,7.31,1,0
17.65,22.17,0.74,1.74,-0.037,49.9,289.0,31.8,68.0,17.0,2.43,4,0
22.29,23.03,0.93,8.54,0.064,66.5,208.0,40.4,81.5,43.6,11.69,12,0
103.97,94.62,4.33,5.39,0.131,75.6,168.9,24.6,91.7,12.1,9.4,6,1
18.11,20.11,0.75,3.86,-0.069,60.5,191.5,26.9,67.5,14.4,9.7,5,0
84.47,88.77,3.52,5.81,0.06,79.2,177.5,32.6,90.3,21.2,10.46,1,1
73.63,108.43,3.07,9.12,0.061,67.4,157.6,32.5,79.1,19.8,3.54,11,1
122.65,161.41,5.11,8.22,0.144,83.6,504.7,31.6,78.3,21.2,2.95,7,2
49.46,51.58,2.06,9.71,0.14,64.4,237.0,28.8,84.8,20.6,7.25,12,0
267.76,210.24,11.16,9.58,0.193,95.0,226.2,30.8,95.0,25.7,6.63,9,2
158.74,215.32,6.61,4.62,0.098,95.0,234.5,31.6,95.0,15.9,7.59,9,1
40.96,40.64,1.71,5.55,0.05,64.5,173.2,28.7,58.8,17.7,5.98,12,0
25.18,31.97,1.05,7.52,0.013,51.1,184.5,29.9,64.2,15.6,15.6,2,0
226.47,255.2,9.44,6.68,0.167,95.0,457.3,30.8,95.0,21.2,7.59,7,2
63.51,94.98,2.65,9.34,0.061,69.1,57.6,31.9,80.8,25.9,8.19,10,1
49.07,38.99,2.04,8.53,0.023,72.8,274.2,33.4,78.5,5.9,6.37,1,1
297.0,344.27,12.38,12.29,0.213,95.0,79.8,27.9,95.0,32.0,11.13,9,2
132.83,96.65,5.53,5.68,0.081,95.0,129.4,30.6,89.1,31.7,6.12,9,1
62.68,92.24,2.61,3.69,0.016,66.5,134.9,33.7,92.3,32.9,3.13,1,0
38.0,47.27,1.58,6.73,-0.011,63.8,333.7,26.5,62.7,11.8,6.09,4,0
40.44,43.57,1.69,4.45,0.065,59.6,92.2,27.0,65.1,24.9,8.76,1,0
80.74,109.69,3.36,3.58,0.04,76.4,289.2,26.7,67.8,18.3,13.57,1,0
71.78,57.98,2.99,11.45,0.165,82.5,152.7,23.7,73.9,31.3,9.49,8,1
109.54,126.69,4.56,6.61,0.071,87.8,156.5,39.9,73.9,54.0,5.95,9,1
237.38,255.43,9.89,10.66,0.263,95.0,223.0,22.2,95.0,16.6,11.29,7,2
96.65,104.08,4.03,7.51,0.025,79.7,84.0,26.1,95.0,18.1,7.83,7,1
39.26,49.58,1.64,5.86,0.011,65.6,170.4,28.0,76.0,34.8,11.36,12,0
36.97,30.38,1.54,8.51,0.043,65.8,197.7,31.1,77.2,26.3,15.31,12,0
72.73,81.12,3.03,8.85,0.037,66.6,60.7,37.1,91.1,23.9,12.07,1,1
38.74,40.99,1.61,5.45,-0.05,58.1,124.7,29.2,77.4,29.2,2.69,4,0
86.94,129.75,3.62,4.64,0.062,71.6,204.3,25.4,94.7,12.1,5.55,2,0
59.79,71.14,2.49,8.98,0.112,64.5,65.7,26.1,86.8,20.6,9.94,8,1
20.65,23.24,0.86,3.48,-0.09,51.1,140.7,26.7,73.1,21.1,9.25,1,0
95.72,86.34,3.99,8.24,0.093,91.1,199.2,28.7,69.6,23.7,10.06,7,1
67.55,84.14,2.81,9.92,0.082,71.7,16.8,22.7,80.5,12.1,7.05,2,2
327.41,326.14,13.64,9.12,0.279,95.0,120.3,28.6,95.0,14.7,7.2,6,2
88.03,100.6,3.67,5.07,-0.026,87.7,102.9,25.7,81.3,13.7,6.5,3,1
115.3,160.07,4.8,7.25,0.083,87.2,147.2,35.7,95.0,11.2,5.2,9,2
21.41,18.2,0.89,4.56,0.101,48.9,213.1,28.9,61.6,27.0,19.6,4,0
77.38,64.04,3.22,4.24,0.042,66.4,294.7,29.9,82.6,39.6,2.83,8,0
80.77,102.11,3.37,4.41,0.027,84.4,332.4,24.8,84.4,16.9,8.81,6,0
51.05,55.09,2.13,9.26,0.103,63.7,240.2,29.7,74.5,13.4,4.9,5,1
132.05,196.41,5.5,3.71,0.066,84.8,239.3,31.4,91.5,23.2,6.12,9,1
32.98,41.91,1.37,9.34,0.074,63.2,297.6,26.0,74.1,17.5,2.95,4,1
106.46,106.43,4.44,9.51,0.082,77.5,133.8,24.3,80.8,23.7,2.79,6,2
57.72,47.53,2.41,5.45,0.081,64.8,70.6,30.5,62.9,17.9,4.28,3,0
89.0,130.19,3.71,4.38,0.086,79.2,169.4,35.3,75.4,30.5,6.39,12,0
75.88,102.44,3.16,3.54,-0.011,77.6,117.1,29.7,92.7,71.5,2.01,10,1
175.6,202.38,7.32,6.92,0.169,95.0,253.2,29.1,95.0,16.5,7.34,7,1
98.45,117.95,4.1,7.31,0.058,87.6,112.4,29.8,79.6,16.7,8.65,8,1
48.72,48.33,2.03,5.16,-0.094,76.2,111.9,29.2,83.0,31.6,10.39,4,0
292.51,250.19,12.19,10.73,0.331,95.0,156.9,30.4,95.0,13.9,8.76,6,2
38.73,47.1,1.61,5.42,0.044,53.8,193.8,33.1,59.9,11.7,12.01,12,0
17.51,21.27,0.73,5.41,0.008,60.8,88.6,20.9,78.9,14.7,8.87,2,0
33.82,36.44,1.41,6.74,-0.03,61.3,136.3,24.4,82.4,39.2,11.27,11,0
36.57,53.25,1.52,3.66,0.057,58.7,95.4,26.6,62.4,18.6,6.49,11,0
118.59,98.35,4.94,4.7,0.02,95.0,192.9,23.9,77.7,23.7,13.91,5,1
32.85,48.18,1.37,6.22,-0.008,59.2,133.8,31.4,81.0,13.9,8.77,1,0
11.95,9.69,0.5,6.02,0.014,55.8,52.1,22.9,74.6,24.0,0.86,3,1
233.87,283.37,9.74,7.84,0.227,95.0,278.1,25.6,95.0,25.3,4.76,8,2
49.22,68.86,2.05,7.03,0.102,68.1,186.9,26.1,82.6,30.6,7.7,12,0
94.26,72.79,3.93,6.3,0.038,83.7,289.7,27.8,95.0,27.0,11.46,6,1
106.01,123.04,4.42,7.69,0.091,77.4,264.3,34.7,95.0,10.4,12.27,7,1
225.24,235.88,9.38,13.84,0.261,95.0,112.5,32.9,95.0,26.1,16.15,9,2
23.0,32.56,0.96,2.26,0.008,50.9,91.5,36.0,71.5,25.0,11.38,4,0
262.16,298.39,10.92,10.84,0.216,95.0,159.0,24.4,95.0,30.8,11.6,9,2
174.31,141.55,7.26,7.83,0.156,95.0,242.9,18.2,93.6,30.7,4.47,7,2
210.54,235.84,8.77,10.11,0.286,95.0,104.8,32.8,95.0,31.3,10.97,7,2
61.68,66.63,2.57,9.14,0.061,68.2,364.8,32.7,79.3,11.0,7.06,11,1
49.97,51.88,2.08,6.7,0.033,64.9,120.7,27.5,66.7,24.8,5.1,5,0
64.3,75.76,2.68,2.43,0.014,79.9,94.6,26.4,72.1,44.3,9.31,4,0
71.72,100.85,2.99,8.27,0.059,78.5,91.3,30.0,93.8,17.6,3.83,2,1
140.78,109.12,5.87,9.89,0.164,89.7,284.3,24.7,95.0,27.6,10.83,7,2
30.71,43.3,1.28,5.16,-0.042,59.3,149.9,22.6,78.8,19.8,9.96,10,0
52.32,42.7,2.18,7.57,0.109,58.3,164.5,22.0,85.4,16.8,3.88,3,1
150.8,192.98,6.28,6.71,0.125,91.2,208.1,20.7,87.7,20.3,18.82,6,1
32.85,38.69,1.37,4.9,0.003,55.0,35.2,35.1,80.4,26.0,8.69,5,0
25.68,31.72,1.07,6.65,0.036,65.8,163.5,27.1,75.3,20.2,8.64,3,0
148.85,115.74,6.2,6.83,0.113,95.0,273.0,26.0,83.3,33.4,10.8,6,1
27.98,35.75,1.17,6.04,-0.012,57.5,176.4,29.6,65.9,8.8,8.51,11,0
11.28,11.18,0.47,4.29,0.031,55.3,354.3,28.0,66.4,27.1,10.55,3,0
242.77,342.61,10.12,12.48,0.202,95.0,259.1,25.3,95.0,22.4,6.78,6,2
289.85,227.97,12.08,8.58,0.148,95.0,218.5,29.7,95.0,20.7,10.14,6,2
273.81,287.14,11.41,9.47,0.172,95.0,273.5,26.2,95.0,20.4,8.25,6,2
39.56,32.53,1.65,2.78,0.016,59.4,194.1,26.8,76.2,18.7,11.41,3,0
235.13,198.45,9.8,8.69,0.17,95.0,208.5,31.6,95.0,29.4,1.46,8,2
24.25,25.02,1.01,2.37,-0.011,48.7,156.3,24.7,56.5,29.3,11.35,2,0
31.53,38.76,1.31,3.36,-0.021,64.1,192.5,22.9,61.5,21.3,10.75,4,0
47.95,69.08,2.0,5.11,0.089,69.2,201.6,26.7,71.0,24.8,16.12,12,0
114.91,116.36,4.79,10.76,0.128,93.1,247.6,23.3,90.1,26.3,8.85,6,2
23.82,20.75,0.99,3.85,0.068,60.2,290.4,33.1,82.6,19.7,10.04,12,0
208.59,237.21,8.69,9.45,0.184,95.0,342.2,22.0,95.0,29.7,16.55,6,2
304.95,377.02,12.71,14.22,0.276,95.0,186.6,27.5,95.0,15.7,6.86,7,2
171.55,146.29,7.15,4.72,0.109,95.0,160.9,27.4,95.0,27.6,3.42,6,1
297.51,282.32,12.4,10.29,0.223,95.0,250.9,30.0,95.0,18.2,7.78,8,2
122.27,159.44,5.09,5.26,0.113,81.4,28.9,29.3,90.4,25.7,6.56,8,2
88.42,118.14,3.68,5.49,0.142,73.8,45.9,29.3,79.1,19.0,7.06,3,1
38.94,47.4,1.62,8.14,0.017,59.3,287.5,19.8,66.0,37.0,13.84,3,0
326.53,335.64,13.61,9.57,0.157,95.0,396.4,34.5,95.0,45.9,8.82,9,2
140.38,139.94,5.85,8.27,0.103,95.0,347.9,32.6,95.0,14.9,4.6,8,2
38.95,38.62,1.62,6.47,-0.01,56.2,160.0,29.4,80.0,14.3,7.06,2,0
66.29,81.55,2.76,6.54,0.021,78.8,216.0,23.4,69.5,12.0,3.38,5,1
72.5,90.97,3.02,11.23,0.149,83.7,118.6,32.6,88.4,25.4,12.96,1,1
102.02,146.42,4.25,8.86,0.114,81.0,134.8,30.0,92.6,23.3,6.53,8,1
24.63,29.2,1.03,6.32,-0.009,48.7,85.3,30.9,56.2,24.5,10.5,2,0
22.45,32.45,0.94,3.26,-0.019,57.4,180.8,27.3,54.8,21.0,9.55,1,0
24.35,29.27,1.01,6.76,0.152,65.6,125.2,32.4,60.0,13.2,9.59,11,0
104.12,102.97,4.34,10.93,0.159,92.6,304.4,29.7,82.1,28.6,9.87,6,2
61.71,59.89,2.57,3.41,-0.004,67.0,278.7,29.7,85.2,18.7,10.0,3,0
21.22,25.11,0.88,6.53,-0.015,52.0,349.1,31.5,82.7,17.2,8.75,11,0
156.15,168.65,6.51,6.02,0.112,95.0,248.4,30.5,84.7,19.8,5.39,6,1
3.02,4.43,0.13,2.55,-0.013,43.2,169.4,28.7,74.0,21.5,18.56,3,0
59.04,81.97,2.46,4.18,0.088,62.6,168.3,33.6,82.5,32.4,8.24,5,0
32.32,27.23,1.35,6.17,-0.041,54.2,223.9,21.8,84.9,9.8,10.89,12,0
130.91,192.63,5.45,7.36,0.122,95.0,55.6,26.3,82.0,34.9,2.01,6,2
190.74,186.85,7.95,11.04,0.146,95.0,211.2,33.5,94.1,24.5,4.55,6,2
36.61,35.87,1.53,3.3,-0.024,71.8,170.7,36.1,70.7,15.6,11.03,2,0
39.43,44.81,1.64,4.69,0.075,61.6,305.1,27.5,73.1,11.5,6.66,10,0
43.23,53.63,1.8,4.16,0.068,66.3,95.0,35.0,72.0,16.1,7.25,4,0
109.5,77.33,4.56,7.53,0.112,95.0,227.8,23.3,95.0,38.4,7.34,8,2
17.46,25.63,0.73,7.94,0.089,54.2,226.6,29.9,61.8,19.5,8.29,11,0
20.59,22.15,0.86,5.96,0.025,53.2,112.9,23.5,62.0,30.3,15.03,4,0
11.98,17.96,0.5,3.94,-0.027,56.2,199.3,30.3,64.1,23.1,11.53,11,0
27.48,28.05,1.14,7.83,0.052,55.0,213.3,27.9,57.1,14.5,8.07,4,0
51.6,64.03,2.15,6.29,0.094,74.9,92.0,28.6,78.3,28.1,2.12,5,1
22.73,30.53,0.95,7.11,0.013,61.8,233.5,30.6,64.6,18.9,7.74,4,0
9.23,7.34,0.38,5.68,-0.042,50.1,217.5,25.4,65.4,7.3,7.8,1,0
33.17,36.74,1.38,8.94,0.053,54.7,293.1,28.3,73.6,37.2,9.68,12,0
80.82,78.39,3.37,4.04,0.054,78.8,199.6,24.9,87.9,9.4,10.4,8,0
50.13,58.03,2.09,6.31,0.103,57.2,194.5,11.8,70.1,31.4,4.96,3,0
186.18,180.39,7.76,7.76,0.167,95.0,64.9,29.4,95.0,45.1,7.36,8,2
48.66,40.57,2.03,3.98,0.074,61.0,217.4,27.1,69.4,23.7,8.04,4,0
105.31,79.21,4.39,4.32,0.084,82.0,240.7,34.4,95.0,15.7,14.55,7,1
62.11,85.02,2.59,4.0,0.053,78.4,232.3,33.3,82.8,12.7,6.95,12,0
21.07,17.7,0.88,8.3,0.04,67.0,113.3,28.5,73.1,33.3,15.85,3,0
42.08,61.47,1.75,1.85,-0.025,57.5,132.3,20.9,85.0,21.7,2.62,10,0
82.17,61.38,3.42,9.2,0.118,73.0,241.3,22.8,76.5,28.5,10.87,5,1
97.84,105.13,4.08,11.82,0.163,79.3,171.1,30.8,75.5,15.9,3.15,11,1
20.82,21.28,0.87,1.81,-0.027,53.2,187.2,31.4,71.2,13.1,7.98,2,0
7.91,10.03,0.33,3.16,-0.004,51.6,251.8,20.3,60.4,16.9,10.39,11,0
57.16,41.76,2.38,4.46,0.062,59.8,209.4,30.4,87.5,9.9,12.02,1,0
48.95,38.64,2.04,5.95,0.023,69.0,49.6,21.8,60.0,10.7,0.74,2,1
101.85,81.67,4.24,7.73,0.102,79.9,228.3,31.4,95.0,32.9,10.74,3,1
53.31,65.9,2.22,6.2,-0.008,73.0,144.9,36.8,69.4,20.9,25.55,12,1
43.62,36.13,1.82,8.2,0.079,63.2,246.9,24.8,81.9,13.6,4.51,4,0
43.2,57.54,1.8,6.8,-0.004,73.1,36.0,22.9,81.8,35.8,9.93,4,1
72.62,99.84,3.03,5.25,0.07,72.9,165.7,24.8,65.4,51.5,7.79,10,1
160.56,225.53,6.69,8.75,0.092,95.0,204.7,28.7,82.6,37.0,13.41,8,2
23.35,16.73,0.97,4.59,-0.049,60.3,362.6,24.0,73.7,30.3,9.43,8,0
23.69,18.83,0.99,9.58,0.103,59.9,137.5,24.8,62.0,19.5,8.26,12,0
29.62,22.28,1.23,7.65,-0.008,63.9,299.4,35.0,56.3,38.0,6.53,11,0
73.85,59.4,3.08,4.25,0.065,69.5,273.0,25.6,67.8,24.7,3.33,12,0
244.44,272.41,10.19,11.92,0.227,95.0,204.3,31.8,95.0,30.4,9.38,8,2
48.45,69.76,2.02,6.7,-0.011,67.1,326.7,24.4,80.5,36.2,1.39,11,0
37.09,36.65,1.55,2.94,0.028,64.1,389.1,27.7,76.0,14.6,6.88,5,0
27.09,32.46,1.13,3.33,0.016,67.4,125.3,32.5,71.4,13.7,0.99,2,0
104.91,108.0,4.37,4.72,0.108,83.1,197.0,31.3,73.1,29.1,18.6,12,1
44.23,49.67,1.84,9.5,0.08,63.7,579.9,27.2,84.3,19.4,10.11,3,0
171.16,129.51,7.13,8.93,0.189,95.0,79.4,29.0,95.0,18.0,10.02,7,2
194.76,272.96,8.12,9.74,0.187,95.0,151.6,26.3,95.0,17.3,9.85,8,2
134.31,118.93,5.6,5.7,0.127,95.0,236.5,36.8,83.7,16.6,5.89,4,1
212.81,259.08,8.87,10.0,0.1,95.0,270.5,24.9,95.0,38.4,6.31,6,2
58.84,61.96,2.45,7.28,0.052,70.7,90.9,26.2,63.9,14.7,5.96,12,1
196.33,188.43,8.18,9.99,0.148,95.0,249.7,31.6,90.1,14.6,2.92,9,2
49.31,51.78,2.05,8.97,0.048,74.3,102.6,29.5,85.0,27.8,8.73,12,1
66.77,64.24,2.78,8.44,0.038,74.5,93.9,36.0,73.8,28.7,1.95,5,1
24.16,28.27,1.01,4.51,-0.008,57.1,208.9,30.6,75.5,27.9,12.02,1,0
162.35,155.73,6.76,8.91,0.158,95.0,241.4,29.8,95.0,8.8,8.98,7,2
34.24,33.96,1.43,9.21,0.081,52.2,195.1,32.5,83.6,19.7,3.48,4,0
80.83,97.92,3.37,7.94,0.042,68.0,508.3,24.9,80.6,45.0,15.88,1,1
145.38,190.47,6.06,3.49,0.045,93.1,202.7,32.0,95.0,19.5,24.18,8,1
18.56,14.11,0.77,2.74,0.013,61.9,140.2,22.4,61.9,32.2,5.99,10,0
11.17,8.11,0.47,6.43,0.033,59.0,191.8,37.2,56.2,32.2,7.2,4,0
12.68,18.71,0.53,6.95,0.039,54.9,282.9,30.8,68.5,38.5,6.96,1,0
27.38,35.39,1.14,5.82,0.047,60.5,187.5,32.6,57.8,38.6,10.6,5,0
147.47,160.78,6.14,10.49,0.106,95.0,300.0,22.5,79.8,17.7,2.31,9,2
54.5,80.96,2.27,4.49,-0.072,77.3,92.3,27.4,75.0,59.0,4.35,5,0
144.4,103.06,6.02,9.13,0.092,88.4,148.5,19.1,95.0,22.5,16.12,9,2
136.46,181.08,5.69,5.51,0.118,95.0,388.7,28.1,92.3,20.6,2.62,7,2
161.34,234.96,6.72,10.61,0.143,95.0,20.4,25.8,89.0,30.4,16.57,9,2
34.17,45.52,1.42,5.2,0.014,56.4,64.3,33.7,81.2,24.7,3.97,4,0
20.86,20.78,0.87,4.32,0.026,48.2,235.6,29.3,71.4,20.3,10.41,11,0
50.45,68.56,2.1,8.72,0.06,76.0,163.0,35.8,77.7,15.8,4.54,8,1
42.1,50.94,1.75,3.31,-0.022,57.8,226.2,28.7,75.4,15.4,2.05,2,0
8.14,6.43,0.34,5.01,-0.018,62.3,95.6,33.0,76.6,21.8,8.83,12,0
71.74,61.05,2.99,3.54,0.048,70.3,127.3,27.8,72.3,16.3,15.03,10,0
26.92,31.26,1.12,7.4,0.019,58.2,255.5,25.9,72.2,10.3,10.53,1,0
89.48,128.97,3.73,9.78,0.125,78.5,166.6,30.5,81.5,10.9,8.88,2,1
49.95,50.99,2.08,5.51,0.039,72.6,132.0,25.3,60.8,21.9,4.9,2,0
44.78,60.16,1.87,3.28,0.002,56.4,619.6,26.5,84.2,18.5,10.12,10,0
40.07,59.54,1.67,6.39,0.017,73.1,125.3,31.3,72.1,47.9,9.33,5,0
61.34,65.73,2.56,9.01,0.068,77.0,465.6,27.1,90.9,19.5,4.45,4,1
50.45,64.42,2.1,5.17,0.068,61.2,58.8,27.6,79.4,30.5,9.75,4,1
76.82,114.72,3.2,6.46,0.11,81.3,188.4,35.4,85.5,30.6,5.85,9,1
51.74,41.64,2.16,6.65,0.029,63.5,110.8,40.2,77.5,9.0,2.82,10,1
164.71,234.79,6.86,7.16,0.197,95.0,164.4,32.2,85.6,22.8,6.23,9,2
160.88,183.69,6.7,8.37,0.126,95.0,215.1,20.9,95.0,38.9,8.03,7,2
8.85,11.42,0.37,6.43,0.008,59.5,262.0,29.3,68.7,23.7,10.44,11,0
23.44,33.55,0.98,5.85,0.017,48.4,118.8,34.9,76.3,26.6,6.35,4,0
213.67,196.21,8.9,6.65,0.154,95.0,314.1,29.0,94.6,44.8,1.17,9,2
27.03,30.58,1.13,7.97,0.05,62.4,201.1,22.0,78.2,10.2,9.72,12,0
46.4,46.59,1.93,9.37,0.091,58.5,256.4,31.6,72.5,27.5,2.47,5,1
82.85,69.45,3.45,9.64,0.148,82.3,237.0,22.0,71.1,38.2,10.19,1,1
31.84,41.44,1.33,3.51,0.051,65.5,84.2,25.6,65.9,21.9,7.19,3,0
88.45,65.91,3.69,5.77,0.026,69.9,109.6,29.6,74.3,12.5,5.62,10,0
125.98,105.59,5.25,4.51,0.04,93.8,408.8,27.3,89.8,24.5,9.33,8,1
19.27,18.44,0.8,2.56,0.019,63.0,310.0,27.7,73.9,24.1,11.6,10,0
34.3,35.53,1.43,6.64,0.04,64.0,340.5,34.3,75.2,14.1,8.65,1,0
14.22,18.29,0.59,5.53,-0.007,47.2,108.9,26.5,73.6,23.1,4.26,11,0
23.54,19.76,0.98,7.12,0.015,66.9,275.0,30.2,71.5,19.4,8.0,2,0
36.9,43.33,1.54,8.05,0.028,67.3,123.7,24.1,87.3,26.2,6.83,5,0
36.77,30.06,1.53,6.37,0.044,70.9,177.0,23.9,60.7,11.9,4.14,4,0
142.13,162.78,5.92,6.27,0.125,95.0,129.6,28.2,95.0,30.4,16.4,6,1
184.97,205.93,7.71,8.03,0.195,95.0,90.2,27.1,95.0,13.6,11.27,7,2
404.88,328.67,16.87,16.74,0.401,95.0,267.2,25.3,95.0,42.5,5.98,8,2
52.84,60.09,2.2,5.03,0.075,68.7,98.7,30.5,69.9,45.2,3.99,5,0
37.07,47.16,1.54,3.9,-0.043,69.8,123.6,20.9,83.2,24.4,3.61,11,0
158.72,214.35,6.61,10.02,0.138,95.0,588.0,31.9,93.4,13.7,10.93,7,2
237.19,213.19,9.88,10.31,0.193,95.0,156.7,27.9,95.0,11.3,14.41,6,2
73.82,61.7,3.08,6.14,0.101,65.0,201.3,23.2,71.2,24.0,6.63,8,0
6.58,6.25,0.27,5.3,0.027,52.9,255.8,34.6,70.7,18.0,2.37,4,0
114.98,167.46,4.79,6.38,0.154,81.5,120.1,31.4,78.1,14.4,10.29,3,1
59.71,84.78,2.49,4.94,0.093,70.8,209.8,25.2,66.6,25.1,16.98,9,0
49.6,35.4,2.07,8.94,0.052,69.3,178.9,22.9,85.3,19.5,16.15,10,0
60.79,88.92,2.53,7.17,0.047,61.1,67.8,28.0,73.0,11.3,4.28,5,1
170.26,179.67,7.09,8.94,0.131,95.0,476.5,32.9,89.4,31.2,8.29,7,2
72.89,109.27,3.04,7.03,0.065,69.8,169.3,25.9,73.2,26.2,9.03,5,1
43.97,33.86,1.83,3.41,-0.036,65.2,403.7,28.2,88.2,21.4,3.4,10,0
272.23,227.51,11.34,9.35,0.185,95.0,236.1,31.0,95.0,11.9,7.87,8,2
39.59,51.64,1.65,3.16,-0.005,69.7,226.6,20.4,58.5,36.9,10.94,12,0
