temperature_c,temp_max_c,temp_min_c,temp_trend,humidity_percent,heat_index,wind_speed_kmh,uv_index,consecutive_hot_days,urban_area,soil_moisture_percent,cloud_cover_percent,previous_heatwave_30d,month,risk_level
41.3,46.7,35.3,-1,51.3,48.3,21.9,8.0,5,0,36.2,92.6,1,6,2
29.6,33.8,19.8,1,75.7,35.2,19.1,4.7,2,1,57.9,82.1,0,7,0
33.5,36.2,27.8,-1,79.9,41.3,29.9,5.2,2,0,52.8,66.4,1,6,0
41.6,45.5,32.9,1,73.7,49.8,35.4,7.3,1,1,44.5,69.2,0,2,1
31.9,35.1,26.3,1,71.7,37.1,19.0,4.2,0,1,41.6,62.0,0,10,0
27.8,32.3,21.8,1,84.3,33.6,22.2,2.8,0,0,59.2,12.9,0,11,0
43.7,50.0,35.8,-1,56.3,52.4,21.8,8.9,0,1,28.3,56.8,0,12,2
27.0,31.3,19.2,1,82.6,27.1,27.5,4.6,0,1,53.6,45.3,0,9,0
44.6,50.2,39.5,0,63.4,54.3,31.1,6.7,4,0,29.3,81.1,1,5,2
22.6,27.0,9.4,1,85.1,21.6,30.2,2.7,2,1,60.5,76.6,0,1,0
26.6,34.5,16.9,-1,88.1,26.6,39.5,2.3,0,0,53.9,32.4,0,11,0
29.8,33.3,25.3,1,81.7,36.3,47.4,4.5,3,0,42.9,10.9,0,5,0
15.8,20.1,11.6,1,95.0,15.8,13.6,0.0,1,0,55.1,62.1,0,8,0
28.5,31.5,21.6,0,86.3,34.7,19.4,4.3,2,0,59.1,89.4,0,1,0
44.2,46.9,34.0,1,66.4,52.9,49.1,6.5,1,1,43.7,92.5,0,4,2
28.8,32.1,21.3,1,73.0,34.2,10.2,4.5,1,0,54.2,47.2,0,10,0
24.8,23.4,15.8,-1,95.0,22.4,36.2,1.6,0,1,61.2,22.6,0,10,0
28.2,32.7,20.9,-1,73.4,33.4,10.8,2.5,1,0,46.5,53.5,0,11,0
31.6,34.0,25.0,-1,80.1,37.6,23.5,4.2,1,1,45.4,89.3,0,9,0
36.1,39.4,28.4,0,63.2,42.8,16.8,3.7,1,1,42.7,94.3,0,12,0
36.2,34.9,24.3,0,66.5,41.6,21.4,4.2,7,1,49.3,47.0,0,6,1
45.3,45.8,37.6,1,65.8,54.5,27.6,8.3,2,1,37.4,31.8,1,4,3
44.4,43.7,34.0,1,69.8,51.1,30.7,7.3,6,1,35.1,26.6,1,7,3
36.7,39.1,30.4,1,71.4,44.5,14.2,4.9,2,1,47.3,51.4,0,9,1
47.4,49.4,40.8,1,53.5,54.1,37.6,9.3,4,1,42.5,8.7,0,5,3
16.2,19.4,5.7,0,95.0,16.2,29.9,0.3,0,1,63.5,92.4,1,11,0
20.6,24.3,7.9,1,91.5,20.1,9.5,1.7,1,1,58.5,0.5,0,12,0
27.7,30.9,17.1,0,92.1,27.3,11.6,3.9,0,1,49.6,90.9,0,10,0
23.5,23.6,14.5,-1,91.7,21.6,25.1,1.7,2,1,60.7,17.9,0,11,0
15.0,19.1,11.1,0,95.0,15.0,18.5,1.8,1,0,61.5,23.5,0,1,0
42.4,45.4,39.2,1,66.9,51.9,14.6,8.6,1,0,34.0,81.2,0,12,2
25.0,27.6,15.8,-1,92.8,24.0,17.5,1.7,2,1,58.9,89.9,0,1,0
23.4,27.3,19.5,0,79.4,23.4,29.0,2.7,1,0,62.3,19.4,0,12,0
31.4,34.1,23.2,-1,78.4,36.0,20.1,5.2,3,1,55.2,2.3,0,11,0
41.1,45.9,31.9,1,60.2,49.3,25.5,5.7,2,0,45.4,96.8,0,4,1
35.1,39.9,26.1,1,73.9,42.9,21.2,5.6,5,0,54.5,17.0,0,5,1
26.2,29.0,14.9,1,93.5,24.5,43.7,3.5,0,1,55.5,21.8,0,8,0
31.5,31.3,20.3,1,72.7,36.7,10.0,3.3,0,1,49.8,30.1,0,12,0
15.0,20.9,8.0,1,94.4,15.0,27.0,2.0,0,0,59.0,66.0,0,12,0
45.9,52.6,41.7,-1,61.2,55.7,49.7,6.8,2,0,31.6,57.0,1,7,2
26.4,29.0,16.6,-1,82.3,26.3,34.4,2.2,1,1,49.2,5.1,0,7,0
41.8,47.6,37.4,1,52.8,49.2,36.6,6.1,7,0,34.6,85.3,1,6,2
40.0,44.9,33.1,0,68.9,49.0,10.1,5.4,2,0,37.4,28.3,0,12,1
19.3,22.8,10.9,1,91.1,19.3,38.0,1.5,1,0,67.4,87.7,1,3,0
33.6,37.3,23.2,0,68.0,39.6,12.8,4.2,1,1,37.0,44.7,0,9,0
32.8,35.6,21.1,1,80.2,39.9,27.6,4.7,3,1,38.4,27.0,0,9,0
37.6,40.4,30.5,0,76.0,45.4,41.8,6.6,4,1,36.3,23.2,1,6,2
18.7,21.2,9.5,0,95.0,18.7,19.2,2.6,1,0,51.9,56.4,0,3,0
38.2,40.1,29.1,-1,79.9,45.3,18.1,5.7,1,1,49.4,74.7,1,4,1
46.8,48.9,39.3,1,48.2,54.8,9.1,8.1,2,0,23.6,24.7,1,6,3
20.3,23.0,10.5,0,95.0,18.8,22.8,1.4,0,1,54.1,20.4,0,12,0
28.2,32.5,21.4,0,72.0,33.3,36.1,4.0,0,0,55.2,24.1,0,2,0
37.9,41.4,25.6,1,62.3,42.2,45.4,6.6,0,1,33.6,62.2,0,3,1
38.7,39.4,32.8,0,62.6,46.3,35.9,6.5,6,1,44.9,81.2,0,7,2
31.1,31.7,21.8,1,85.4,35.8,13.9,3.4,5,1,46.2,54.4,0,6,1
36.5,36.6,27.7,-1,72.3,41.4,35.8,4.9,4,1,52.6,15.3,0,1,1
41.7,46.4,34.6,-1,52.6,49.0,14.7,5.8,1,0,33.4,73.9,0,6,1
42.1,44.7,29.5,-1,68.6,48.4,51.6,5.6,6,1,42.2,21.3,1,4,2
17.5,20.5,9.9,-1,93.0,16.3,17.4,0.5,1,1,57.2,99.1,0,12,0
34.8,38.3,23.6,-1,77.7,42.2,26.5,5.2,1,1,48.8,60.6,0,3,0
21.4,25.7,12.7,1,95.0,22.8,24.6,3.1,3,1,54.6,51.5,0,9,0
39.6,42.8,32.1,0,73.2,49.0,32.7,6.0,2,1,39.2,90.6,0,6,1
15.0,22.8,6.3,1,95.0,15.0,28.2,0.8,1,0,58.1,45.0,0,9,0
25.8,31.7,21.3,0,76.8,25.8,19.6,2.2,0,0,51.9,66.9,0,10,0
42.0,44.9,37.5,1,61.9,50.1,11.9,7.4,1,1,30.9,24.1,1,4,2
25.1,27.4,17.5,1,78.5,24.5,51.0,1.5,1,1,58.1,7.3,0,2,0
42.3,47.4,34.4,-1,55.3,50.2,22.2,7.6,2,0,42.6,3.5,1,7,2
21.9,28.7,15.2,1,95.0,21.9,19.2,2.8,2,0,53.8,30.9,0,1,0
45.3,52.4,42.0,-1,61.4,54.9,38.7,7.6,5,0,37.0,30.8,0,4,3
39.0,43.6,29.6,1,62.0,45.5,28.6,6.5,1,1,44.2,5.3,0,12,1
19.4,26.6,15.9,1,95.0,19.4,70.0,0.8,0,0,55.4,51.7,0,12,0
28.6,30.1,19.7,0,88.7,28.7,14.4,2.9,0,1,59.2,77.0,0,11,0
28.1,26.6,21.3,1,89.3,26.0,20.4,4.2,3,1,46.9,93.5,0,1,0
39.1,46.6,30.4,0,62.1,46.8,13.6,5.9,1,0,44.1,23.4,1,4,1
42.8,48.0,32.9,-1,63.5,51.9,17.9,6.8,2,1,42.6,29.4,0,7,2
42.1,45.4,32.9,1,63.3,51.0,35.0,7.2,4,0,41.8,60.0,0,5,2
20.9,22.5,13.9,1,91.0,20.9,11.8,0.1,1,1,53.8,4.3,0,1,0
33.0,32.8,26.6,1,67.0,38.4,34.9,5.7,1,1,50.7,5.6,0,6,0
32.2,36.9,23.8,-1,83.1,39.8,15.4,3.6,1,0,38.8,92.5,0,2,0
26.5,29.1,17.6,1,85.8,24.7,42.3,3.7,1,1,43.5,63.7,1,1,0
28.3,32.1,24.1,1,87.1,34.6,31.1,4.1,1,0,46.1,90.8,0,11,0
37.8,39.7,28.6,1,75.8,44.2,16.7,4.3,0,1,32.8,51.9,1,12,0
21.1,25.1,12.1,0,84.6,21.1,33.1,1.8,1,0,57.9,49.6,0,10,0
46.5,44.7,35.3,-1,68.0,53.5,16.8,8.5,3,1,36.5,64.9,0,4,3
27.4,31.7,18.1,-1,78.1,32.7,15.6,2.5,0,0,62.3,40.7,0,10,0
17.1,22.7,7.8,1,92.2,16.6,27.3,1.5,2,1,68.6,32.0,0,2,0
18.1,21.7,13.1,1,95.0,18.1,28.1,0.2,0,0,53.8,92.0,0,12,0
36.9,40.6,30.1,0,68.8,42.9,27.7,4.5,2,1,49.6,31.9,1,5,1
20.1,24.3,14.2,0,92.4,20.1,30.3,1.6,0,0,57.9,82.3,0,8,0
46.0,49.8,36.7,1,61.1,54.1,37.9,8.4,3,1,39.9,93.2,0,7,3
31.7,37.0,23.0,1,69.3,37.8,19.0,3.8,1,0,55.2,70.7,0,10,0
15.0,19.0,7.0,1,95.0,15.0,36.2,0.2,1,0,69.5,32.4,1,8,0
23.6,26.7,15.5,1,94.7,23.6,18.4,1.6,0,0,62.9,49.6,0,2,0
31.7,32.1,22.8,1,70.3,38.6,22.9,5.3,0,1,44.8,69.8,0,1,0
37.6,41.8,25.3,1,65.5,42.0,19.3,4.1,3,1,34.9,63.1,1,4,1
33.6,39.8,24.9,1,83.6,42.2,32.5,5.5,1,1,49.5,53.0,0,1,0
46.6,47.5,39.3,-1,57.9,56.0,32.7,6.8,4,1,40.5,82.8,0,5,3
33.5,37.4,26.8,-1,70.5,39.4,22.5,5.3,0,1,54.8,79.4,0,9,0
15.7,20.7,9.5,0,95.0,15.7,23.8,1.2,0,0,57.4,64.9,0,11,0
29.3,34.2,21.3,1,73.0,34.9,21.9,4.3,0,0,49.5,19.8,0,2,0
37.0,38.9,31.3,1,76.7,46.1,28.4,6.1,5,1,43.5,35.6,0,6,2
21.3,22.8,10.1,1,87.2,21.1,26.4,2.7,0,1,65.2,14.5,0,8,0
21.3,26.8,16.8,1,81.5,21.3,16.8,1.6,0,0,62.4,12.7,1,3,0
18.3,20.5,8.7,0,95.0,18.3,22.3,0.8,0,0,67.4,20.5,0,11,0
33.4,37.3,27.7,-1,77.8,40.9,53.9,5.6,6,0,42.7,31.9,1,4,1
19.2,27.0,14.6,-1,89.0,19.2,12.3,2.6,0,0,67.7,13.6,0,3,0
23.0,28.6,16.0,1,95.0,23.0,29.7,3.7,1,0,64.0,12.3,0,1,0
33.0,33.6,23.6,1,75.3,36.8,15.2,2.8,0,1,43.0,50.3,0,1,0
29.5,33.7,21.4,0,70.7,35.0,30.2,2.9,1,0,43.7,71.7,0,11,0
26.3,29.4,16.8,0,81.7,24.4,10.5,3.4,0,1,54.4,94.4,0,9,0
33.1,33.3,23.6,1,83.1,38.6,18.5,4.4,0,1,40.4,97.7,0,9,0
30.5,33.4,26.8,0,84.0,37.4,33.6,3.8,3,0,50.1,31.5,1,4,0
27.3,28.4,21.1,1,89.0,29.1,41.2,3.5,0,1,48.7,66.8,0,3,0
35.0,35.4,28.6,1,65.4,40.7,66.1,4.8,0,1,50.1,5.2,0,6,0
40.4,42.9,32.1,1,67.0,47.0,26.7,6.1,1,1,33.8,93.7,0,10,1
38.4,40.8,29.2,1,72.3,44.9,21.4,6.4,0,1,45.2,28.2,1,9,1
43.7,48.5,31.9,1,61.3,51.3,23.7,6.2,5,1,28.1,69.8,0,4,2
50.1,54.9,43.3,1,52.9,57.6,13.0,10.0,2,1,33.3,67.7,1,10,3
28.0,33.5,21.8,0,74.2,27.2,29.2,2.5,1,1,48.6,56.1,0,6,0
30.7,32.0,20.4,-1,92.0,29.1,31.6,2.4,0,1,51.6,7.9,0,9,0
18.3,19.1,11.6,1,95.0,16.5,10.2,1.6,2,1,67.0,30.2,0,2,0
15.8,20.8,9.8,1,95.0,15.8,13.9,1.5,1,0,63.5,35.1,0,1,0
21.5,21.8,9.0,1,95.0,20.9,27.0,2.6,1,1,52.9,60.2,0,11,0
16.3,18.0,11.2,0,95.0,16.4,13.7,0.7,0,1,71.8,66.4,0,1,0
41.4,47.6,35.7,1,59.7,49.6,18.5,5.7,2,0,43.4,26.3,0,6,1
29.9,31.6,21.9,0,79.0,35.3,27.6,3.5,2,1,44.8,71.6,0,11,0
36.3,42.3,29.6,1,63.7,43.4,43.7,5.4,1,0,51.9,50.9,0,6,0
15.0,19.0,9.4,1,95.0,15.0,8.2,0.4,2,0,72.0,19.6,0,11,0
15.0,21.0,5.1,-1,92.7,15.0,22.5,1.3,1,0,73.0,44.2,1,3,0
21.2,26.4,14.4,1,91.0,21.2,11.3,2.6,2,0,63.3,64.6,0,8,0
38.0,45.0,30.6,-1,58.1,45.0,37.1,5.6,2,0,38.7,51.5,0,2,1
37.0,44.2,29.9,0,72.2,45.3,22.8,6.9,3,0,45.0,55.1,0,6,1
29.5,34.4,26.0,-1,69.1,34.9,17.0,3.0,0,0,41.3,33.2,0,3,0
39.8,46.3,30.9,0,60.6,48.3,30.4,5.3,5,1,40.9,73.2,1,5,2
32.8,39.4,27.5,1,65.3,38.7,15.8,3.5,1,1,38.6,12.9,0,11,0
51.3,56.8,43.6,-1,58.9,61.6,18.8,9.0,2,1,31.4,80.3,0,5,3
47.0,47.4,34.6,1,48.1,53.0,16.8,6.5,6,1,26.6,69.4,0,7,3
31.3,29.5,21.7,0,73.4,34.7,27.2,2.5,0,1,45.5,87.2,0,3,0
39.1,41.6,34.8,1,55.9,46.1,16.7,5.7,0,0,46.4,24.2,0,12,1
25.0,25.2,13.6,1,82.5,24.4,13.2,3.2,0,1,60.7,32.2,0,8,0
18.6,22.9,9.3,1,86.9,18.6,24.0,1.0,0,0,56.0,46.2,0,1,0
28.6,31.6,19.7,0,79.2,34.8,58.9,2.3,3,1,51.9,27.2,0,2,0
23.7,23.6,11.9,1,89.0,22.0,16.7,2.8,1,1,58.8,60.7,0,3,0
36.8,40.1,30.5,1,66.8,45.0,22.4,5.6,2,1,45.3,98.2,0,5,1
41.3,44.9,28.2,1,57.6,46.8,47.7,7.0,2,1,38.6,83.7,1,4,2
45.4,47.8,36.3,0,59.1,53.6,37.3,8.9,1,1,39.3,72.9,0,7,2
40.4,46.0,29.7,0,68.0,47.9,43.4,6.1,3,1,31.9,10.2,0,11,2
37.8,45.4,29.0,-1,69.3,46.1,14.7,4.8,1,0,46.6,38.9,0,12,1
42.8,45.1,34.7,1,57.8,51.1,19.4,8.2,7,0,35.4,83.1,1,6,3
46.0,49.1,39.9,1,64.1,55.3,46.2,8.6,2,1,43.0,90.3,1,6,3
43.8,44.1,36.0,0,69.0,51.0,18.4,5.7,3,1,44.2,91.1,0,7,2
34.5,35.2,23.1,1,75.8,41.2,33.1,4.2,1,1,47.1,13.5,0,3,0
29.8,31.7,20.2,-1,72.7,34.9,17.3,3.8,1,1,51.4,11.1,0,12,0
50.1,52.0,42.4,0,56.2,57.7,33.5,9.2,1,1,23.2,18.5,0,5,2
20.9,22.8,11.1,0,93.2,20.5,40.8,2.7,2,1,56.5,34.5,1,2,0
26.5,32.7,20.4,1,80.1,26.5,20.5,2.4,0,0,54.4,69.0,0,2,0
27.7,33.7,18.2,1,75.1,32.8,9.2,3.2,2,0,52.8,10.9,1,2,0
30.6,33.7,22.8,0,69.9,36.3,22.2,2.9,0,0,54.5,5.0,1,11,0
39.8,39.6,28.7,0,71.7,46.6,10.5,7.5,7,1,41.0,68.0,1,6,2
42.9,48.3,36.5,0,53.3,49.9,6.2,6.0,4,1,29.5,98.3,0,4,2
23.2,26.5,14.3,1,88.6,23.2,40.8,3.4,0,0,57.7,55.5,1,10,0
28.1,31.2,19.5,1,77.8,27.3,24.4,4.5,3,1,57.2,59.2,0,2,0
34.0,40.3,25.1,1,62.9,40.3,33.3,5.0,1,0,42.1,80.2,0,8,0
40.7,42.6,34.1,0,59.9,46.7,18.2,5.5,6,1,41.0,53.7,0,6,2
39.0,42.8,30.9,0,64.8,48.4,42.2,7.2,0,1,44.8,89.8,0,9,1
41.6,49.1,32.2,0,70.1,51.3,31.9,6.6,4,0,30.5,39.8,0,7,2
34.5,39.4,26.3,1,76.9,42.4,34.5,5.6,0,0,52.6,83.5,0,12,0
34.3,36.6,27.4,1,70.2,41.2,26.9,3.3,2,1,46.7,77.9,1,6,0
51.4,55.2,45.8,0,56.4,62.6,28.4,9.5,1,1,24.6,31.3,0,7,2
34.5,37.4,28.5,0,68.9,42.8,23.6,3.6,2,1,51.1,72.6,1,4,0
26.9,31.1,14.8,1,95.0,24.7,13.1,2.3,0,1,56.7,13.5,0,1,0
26.5,30.7,20.0,1,79.3,27.2,48.5,3.3,1,1,62.8,28.0,0,12,0
23.2,25.7,16.5,0,92.3,23.2,24.4,1.3,1,0,47.8,9.0,0,9,0
31.1,31.6,20.1,-1,85.0,36.2,16.3,4.8,2,1,45.6,22.5,0,9,0
25.7,28.4,17.4,1,74.9,25.7,10.7,2.1,1,0,64.2,54.4,0,1,0
34.3,40.4,28.3,1,80.0,42.5,16.2,6.2,2,0,46.7,62.5,0,2,1
32.5,33.7,25.6,0,74.4,36.5,17.7,3.7,0,1,55.6,56.5,1,3,0
28.5,31.5,18.4,0,77.3,26.5,24.1,3.7,3,1,51.8,81.8,0,9,0
24.2,26.3,21.2,0,91.9,24.2,22.1,3.0,1,0,59.4,79.0,0,3,0
21.1,26.3,12.9,-1,93.5,21.0,34.4,0.7,0,1,60.4,95.3,0,8,0
33.4,36.6,24.6,0,71.2,38.6,28.4,3.4,1,1,45.7,61.7,1,4,0
41.1,42.2,30.8,0,67.8,50.4,28.1,5.6,0,1,29.5,88.5,0,8,1
33.1,35.9,22.9,0,86.0,39.0,19.9,4.1,1,1,53.0,25.9,0,7,0
34.7,40.0,27.8,0,74.7,42.5,15.6,4.2,3,0,46.5,72.8,0,6,0
30.1,33.3,24.6,1,81.3,36.6,22.0,4.1,2,0,55.9,33.0,0,12,0
23.3,27.1,13.2,-1,88.5,23.8,15.4,1.6,0,1,59.8,92.0,0,3,0
25.5,29.4,18.2,-1,88.6,24.3,8.9,2.3,0,1,49.2,77.9,1,11,0
35.9,40.0,26.5,1,64.4,42.3,23.3,4.5,2,1,51.8,90.3,0,12,1
17.6,21.7,7.8,1,95.0,16.3,34.4,0.0,1,1,70.1,17.5,0,1,0
15.0,19.5,10.3,1,95.0,15.0,24.3,0.0,1,0,64.8,60.8,1,1,0
35.9,39.5,23.8,0,73.0,40.2,24.8,5.0,1,1,46.0,25.3,0,12,0
44.1,48.7,33.1,0,58.8,52.7,39.2,7.0,5,1,41.8,62.4,1,4,2
21.7,27.5,13.7,1,83.7,22.6,24.7,0.6,1,1,49.5,88.7,0,9,0
36.2,35.7,22.8,1,73.8,40.6,65.4,4.6,0,1,42.8,98.5,0,10,0
36.7,39.6,27.6,0,64.7,40.3,24.5,5.5,1,1,36.3,1.3,0,3,0
34.7,35.6,26.4,1,64.8,42.1,35.7,3.8,4,1,40.6,43.5,1,7,1
21.2,21.8,11.1,0,85.5,21.9,24.5,0.6,2,1,54.1,40.7,0,11,0
36.3,39.1,30.5,1,70.5,44.2,32.6,5.0,2,0,39.3,17.6,0,4,1
44.7,49.8,37.6,0,51.3,52.6,18.4,7.0,4,0,27.9,4.0,0,4,2
15.0,17.4,7.1,-1,95.0,15.0,28.1,1.4,1,0,55.8,1.1,0,8,0
16.1,20.5,8.0,0,95.0,17.3,35.1,0.1,2,1,64.6,67.7,0,10,0
24.3,31.2,19.1,1,77.4,24.3,26.5,3.8,3,0,59.4,50.7,0,11,0
37.5,36.8,30.1,1,67.0,43.5,10.4,6.4,1,1,42.7,25.8,0,4,1
33.9,35.2,23.6,1,70.8,40.3,20.3,5.1,1,1,43.2,71.5,0,2,0
20.2,27.4,15.3,1,94.2,20.2,35.0,2.1,2,0,56.7,0.6,0,3,0
33.7,38.9,25.0,1,68.8,40.0,21.8,5.6,4,1,38.1,0.8,0,7,0
29.1,32.7,19.9,1,79.8,27.2,13.8,3.4,2,1,51.4,24.2,0,12,0
33.3,37.1,25.1,1,83.3,38.6,22.6,3.0,1,1,42.0,93.3,0,2,0
46.6,48.9,35.6,0,65.4,53.9,24.7,8.3,6,1,40.5,5.5,1,4,3
49.2,48.3,38.9,0,61.4,56.2,31.2,9.1,0,1,21.5,16.3,0,7,2
25.1,23.9,13.0,-1,89.0,22.6,21.1,3.5,0,1,56.1,23.9,0,10,0
22.3,24.8,13.7,1,82.8,22.3,24.7,1.2,0,0,56.8,50.5,0,8,0
27.7,35.5,23.6,1,79.2,33.1,33.6,3.6,0,0,54.5,17.5,0,2,0
43.7,44.2,33.1,1,61.6,53.1,25.0,7.8,3,1,44.7,55.9,0,5,2
27.9,30.1,19.4,1,76.2,28.9,30.9,4.2,2,1,46.5,85.0,0,3,0
30.7,34.7,21.3,-1,70.1,35.8,19.5,3.8,0,1,54.9,2.4,1,12,0
21.1,20.9,9.7,0,95.0,18.5,27.9,0.3,0,1,58.7,47.9,0,9,0
17.4,22.1,7.9,1,95.0,17.7,21.8,0.0,1,1,57.7,66.2,0,11,0
21.6,22.9,12.5,1,89.6,21.4,19.7,0.8,1,1,58.8,20.7,0,1,0
43.8,45.2,35.0,0,58.5,50.8,12.6,6.0,1,1,45.1,54.0,0,4,2
35.1,37.9,29.8,1,63.8,41.8,22.7,4.9,1,0,46.0,93.5,1,4,0
18.2,21.3,9.4,0,94.2,19.5,22.9,1.7,0,1,62.9,39.8,0,11,0
15.3,22.8,8.4,0,93.2,15.3,9.8,0.4,0,0,72.0,33.8,0,9,0
32.3,35.8,26.0,1,64.9,38.2,23.3,4.4,0,0,51.4,14.5,0,3,0
28.6,30.5,22.9,0,74.8,34.4,23.3,4.9,0,1,57.5,64.0,0,2,0
39.3,41.5,32.4,0,62.0,44.3,22.5,6.3,1,1,33.6,61.0,0,3,1
29.1,30.4,20.7,-1,91.1,35.3,17.0,4.3,2,1,44.7,70.9,0,2,0
33.5,38.1,25.4,0,76.8,41.0,31.9,6.6,5,0,42.9,83.4,1,5,1
33.4,36.8,25.2,1,79.0,39.7,22.1,4.4,0,1,42.7,41.2,0,8,0
28.9,36.3,20.2,-1,69.9,34.1,30.4,3.8,1,0,56.9,80.8,0,9,0
28.7,29.5,21.3,-1,72.5,33.8,23.3,4.8,0,1,54.2,28.0,0,3,0
23.7,26.0,14.7,0,82.8,23.7,17.5,2.4,1,0,51.4,94.3,0,11,0
40.4,42.8,36.6,1,71.7,49.9,42.6,6.6,2,0,32.4,20.4,1,7,2
21.3,25.7,14.5,-1,95.0,21.3,25.8,1.3,1,0,53.1,96.3,0,2,0
43.1,48.6,37.9,0,55.2,51.1,22.2,7.5,2,0,40.0,44.8,0,6,2
20.4,21.9,9.7,1,89.2,19.2,14.6,2.1,1,1,66.1,31.7,0,3,0
25.5,31.6,16.9,0,94.5,25.7,20.7,3.1,1,1,52.1,73.2,0,2,0
39.2,42.7,35.2,1,69.5,48.0,20.0,6.1,3,0,43.9,0.4,0,6,2
36.9,43.8,30.0,1,73.0,45.3,54.7,7.1,1,0,48.8,40.8,0,2,1
24.0,26.8,12.2,1,88.7,23.1,46.5,2.6,0,1,63.2,90.5,0,10,0
35.9,38.1,30.3,1,63.4,42.9,8.6,6.0,1,0,46.3,90.3,1,4,0
19.5,25.8,15.5,1,92.4,19.5,27.1,2.3,1,0,56.5,17.5,0,10,0
31.2,39.0,22.0,1,78.0,37.9,10.8,3.7,1,0,42.6,75.5,0,10,0
38.8,46.3,29.6,1,73.3,47.9,33.9,5.6,4,0,46.7,66.6,0,7,2
19.8,27.0,16.5,1,87.9,19.8,30.7,1.4,0,0,68.2,56.1,0,10,0
25.3,24.7,12.1,1,93.5,23.0,35.7,0.8,2,1,52.2,2.5,0,10,0
33.7,35.9,24.7,-1,62.2,39.8,10.4,4.1,0,0,38.8,75.3,0,10,0
36.1,39.1,25.7,0,71.9,44.7,33.7,5.3,3,1,43.8,46.6,1,7,1
21.4,23.7,16.1,0,95.0,21.4,19.9,2.9,1,0,50.1,10.5,0,12,0
25.7,29.6,22.1,1,90.0,25.7,23.8,2.0,2,0,54.6,26.0,0,3,0
46.0,52.6,35.2,1,55.8,55.0,22.4,6.9,7,1,39.7,77.7,0,5,3
22.6,27.3,13.3,1,82.3,23.0,21.3,0.9,1,1,65.9,94.3,0,11,0
18.4,21.0,7.0,1,93.1,16.3,9.7,1.2,1,1,64.9,12.2,0,11,0
29.6,32.2,22.5,0,84.7,29.0,19.4,4.9,2,1,46.3,0.4,0,3,0
36.2,44.2,29.6,1,76.7,44.7,27.7,4.9,0,0,46.0,6.0,0,8,0
22.1,26.9,13.4,1,79.8,22.1,24.4,2.8,2,0,65.1,78.1,0,1,0
32.1,38.6,23.2,1,84.1,39.7,14.4,3.7,0,0,44.0,65.9,0,8,0
15.0,22.5,5.4,-1,95.0,15.0,19.9,1.9,2,0,68.1,56.2,0,11,0
24.9,28.7,15.5,1,95.0,26.6,14.5,1.6,0,1,60.8,92.4,0,2,0
23.8,30.2,15.8,0,90.1,23.8,13.7,2.5,2,0,61.4,9.2,1,2,0
24.8,26.2,13.9,0,90.4,23.2,18.9,3.4,1,1,63.6,66.3,0,11,0
31.1,38.2,23.4,1,74.3,37.4,33.0,5.5,4,0,42.5,94.7,0,5,0
18.6,20.7,10.4,1,95.0,18.6,20.8,2.7,3,0,59.6,41.2,1,1,0
30.1,38.1,20.9,1,70.3,35.8,9.6,4.7,2,0,41.4,14.6,0,11,0
33.6,38.3,26.0,1,69.6,40.4,45.3,5.1,3,0,52.0,93.9,0,6,0
37.0,41.6,31.0,1,61.7,44.1,10.6,6.7,2,0,43.4,91.6,1,4,1
43.1,47.9,34.7,1,47.9,50.1,11.4,7.6,1,0,34.6,39.3,0,7,2
15.0,23.0,6.3,-1,95.0,15.0,26.4,0.0,1,0,70.6,9.3,0,3,0
18.2,18.2,8.1,-1,95.0,17.2,16.3,0.9,1,1,69.5,94.9,0,2,0
31.5,35.9,25.2,-1,80.1,38.5,39.1,3.3,1,0,46.1,46.0,0,1,0
24.4,27.1,16.3,1,92.0,24.4,35.1,2.6,2,0,53.5,54.0,0,1,0
28.3,31.1,19.1,1,82.7,29.0,16.1,2.0,1,1,50.9,94.8,0,9,0
36.2,41.7,28.9,0,76.4,44.2,12.0,5.4,6,1,45.4,5.4,0,5,1
33.3,38.7,21.9,1,82.0,40.2,25.2,5.4,0,1,45.9,22.7,0,3,0
29.4,35.6,22.1,-1,75.7,35.2,44.5,3.4,0,0,43.5,95.8,0,11,0
39.6,47.4,36.5,0,60.9,47.4,24.6,7.3,3,0,30.6,20.2,1,4,2
22.2,24.6,13.6,0,95.0,21.0,22.7,1.2,1,1,63.0,73.5,0,11,0
43.8,48.8,36.6,1,68.6,53.2,25.3,8.4,4,1,33.6,59.1,0,5,3
42.2,46.6,35.1,1,57.3,50.3,22.1,6.9,2,0,44.1,76.5,0,7,2
18.0,22.3,7.0,1,95.0,17.0,23.1,0.4,0,1,69.7,72.7,0,12,0
36.1,40.6,28.7,1,69.3,42.2,8.0,4.5,2,1,36.4,38.4,1,9,1
30.9,32.5,23.8,0,83.9,35.1,23.0,4.1,4,1,57.3,21.6,1,5,1
25.1,30.0,14.4,0,89.5,23.4,18.7,1.0,0,1,64.9,34.0,0,3,0
36.3,41.2,29.7,0,66.4,42.1,26.0,5.7,2,1,48.3,1.0,0,2,1
17.5,22.5,11.9,1,91.1,16.1,32.0,0.9,0,1,68.5,74.1,0,2,0
15.6,17.8,10.2,0,95.0,15.6,14.7,0.5,1,0,71.5,25.2,0,8,0
16.1,17.8,11.8,-1,95.0,17.9,15.6,0.4,1,1,60.3,35.3,0,1,0
20.2,23.5,12.0,0,95.0,19.5,47.4,2.2,1,1,67.5,11.8,0,9,0
