rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,flood_risk
129.44,125.39,12.76,8.08,1.61,89.9,30.49,20.95,85.37,22.69,1.85,8,2
90.41,68.2,6.85,5.67,0.77,61.57,95.41,24.48,66.48,17.44,3.22,12,1
111.82,77.93,8.41,7.11,0.9,65.35,76.14,30.35,67.69,20.72,4.81,6,1
399.65,190.44,25.0,13.43,2.81,87.74,17.81,20.24,64.28,22.29,1.33,6,3
49.72,9.42,1.2,3.75,0.19,35.48,450.25,21.35,71.54,26.33,8.78,5,0
116.74,53.68,9.48,7.88,0.86,70.32,147.11,31.14,74.24,17.62,2.1,6,1
47.08,38.16,4.41,3.25,0.02,54.78,410.36,34.7,84.0,39.14,13.71,11,0
181.96,120.16,18.08,10.94,1.65,76.01,47.65,23.0,80.54,15.84,0.59,8,2
60.5,53.19,5.96,7.17,0.41,70.53,119.23,20.3,71.02,16.2,3.11,2,1
25.66,7.78,0.47,2.64,-0.37,28.87,227.02,19.49,63.15,11.76,7.41,6,0
70.43,70.6,10.35,5.88,0.36,60.17,92.75,34.8,76.44,13.97,2.94,10,1
0.44,15.29,1.51,1.15,-0.1,36.12,353.82,20.05,94.19,11.54,13.56,7,0
224.87,212.18,39.78,12.06,4.41,96.06,15.31,23.04,69.85,36.15,0.11,9,3
110.88,62.91,8.04,7.92,0.46,63.94,58.48,30.01,60.42,29.65,4.91,6,1
41.75,38.99,0.68,1.93,0.19,57.06,267.85,18.67,80.09,18.75,3.86,5,0
78.66,72.44,10.85,6.0,0.79,71.57,115.47,32.89,78.87,14.89,2.03,7,1
119.55,59.54,8.85,7.08,0.98,71.75,72.42,19.66,82.56,11.33,2.56,3,1
6.59,35.46,3.76,2.69,-0.09,34.8,396.31,30.98,85.29,12.16,16.33,7,0
68.14,54.19,11.26,5.17,0.71,65.59,88.67,32.51,80.96,14.55,4.6,6,1
142.56,123.37,13.17,8.71,1.86,89.83,24.41,18.73,66.97,36.76,1.3,6,2
10.1,27.86,4.33,1.96,-0.35,46.81,348.32,19.63,63.21,32.21,10.6,9,0
43.99,26.3,1.55,3.97,0.15,44.6,375.15,27.16,78.35,34.68,9.38,10,0
14.55,15.97,3.13,4.19,-0.22,38.94,414.19,21.69,80.62,20.26,6.83,3,0
164.81,102.99,15.28,9.39,1.11,79.12,71.1,27.58,76.82,14.06,1.99,7,2
275.05,223.21,30.85,12.68,4.13,87.89,17.0,27.7,63.23,20.06,1.18,7,3
67.68,78.31,5.21,7.87,0.45,60.73,79.25,30.79,67.31,11.89,4.25,5,1
37.43,17.48,3.53,3.27,0.26,43.91,105.95,20.43,92.36,8.64,9.0,2,0
68.74,58.2,8.3,7.12,0.96,64.94,54.22,27.26,65.9,31.62,3.24,10,1
16.34,0.43,3.51,1.45,0.12,39.67,413.71,19.4,86.8,7.44,12.93,9,0
9.05,25.28,3.08,3.2,-0.3,34.84,138.68,33.26,94.29,27.67,6.85,10,0
40.27,25.53,2.83,1.9,0.23,27.65,417.98,30.36,94.75,27.79,19.43,10,0
60.4,56.2,5.72,6.6,0.37,71.86,106.66,25.11,73.35,8.44,4.03,7,1
13.93,15.74,0.66,3.03,0.05,45.21,421.5,26.82,88.36,19.97,10.68,4,0
165.12,118.95,14.46,9.12,1.12,87.85,55.55,31.68,75.54,31.78,0.67,6,2
93.06,76.42,8.57,6.5,0.34,60.52,105.12,32.27,65.62,5.87,3.03,2,1
92.44,48.02,7.41,7.54,0.36,72.87,98.37,23.41,71.86,31.31,4.43,12,1
99.86,55.04,11.49,5.28,0.56,70.63,72.6,20.79,61.96,9.24,3.8,2,1
22.5,13.31,2.19,2.05,-0.37,47.57,305.83,23.43,80.71,7.53,6.4,5,0
96.41,61.07,5.67,6.21,0.97,74.93,123.05,19.73,74.52,34.98,2.3,11,1
59.93,67.67,7.35,5.78,0.97,71.65,128.71,32.27,86.57,25.96,3.68,7,1
27.38,28.45,4.3,4.74,0.13,46.11,273.45,30.07,94.75,30.79,4.91,12,0
76.68,64.19,9.9,6.78,0.94,69.42,137.86,23.6,78.63,8.02,3.55,7,1
79.49,74.16,10.4,5.19,0.73,63.53,105.75,32.94,74.16,15.2,4.85,6,1
98.83,42.91,11.57,6.38,0.96,61.61,144.99,25.85,92.83,13.14,1.88,5,1
41.05,31.3,2.72,1.62,-0.3,49.54,422.43,24.26,62.72,29.97,7.75,9,0
158.5,107.04,15.39,9.53,2.42,83.22,77.19,30.31,88.43,28.77,0.86,8,2
346.36,218.38,30.4,13.74,4.15,87.17,25.17,31.48,93.69,13.1,1.36,7,3
31.22,27.17,2.44,1.16,0.02,53.68,388.13,21.41,91.11,16.28,17.11,9,0
361.34,185.62,43.26,13.35,2.9,86.7,28.65,31.42,85.86,26.88,0.88,9,3
115.28,65.3,7.02,6.92,0.5,64.4,89.96,26.51,83.76,18.72,4.48,12,1
102.98,51.18,6.52,5.77,0.51,68.99,97.15,24.36,72.98,39.03,2.68,10,1
2.14,11.23,4.85,3.21,-0.29,25.3,468.07,23.21,90.03,26.15,9.16,5,0
96.21,69.35,11.28,6.3,0.42,64.78,93.22,18.22,71.05,32.29,4.0,6,1
293.76,151.76,32.34,13.62,4.27,85.14,36.02,18.66,89.67,35.24,0.48,7,3
148.01,85.0,17.8,8.93,2.17,81.64,49.12,24.5,75.51,18.17,2.06,7,2
162.42,136.91,14.32,9.36,2.04,87.48,45.28,20.01,84.8,17.19,2.28,6,2
131.75,100.56,18.92,8.46,1.12,82.27,38.15,31.66,64.8,25.32,1.63,7,2
29.1,37.52,1.42,2.84,0.02,53.79,201.33,33.05,62.81,26.19,7.76,2,0
37.9,30.4,1.56,2.64,-0.33,59.06,358.24,23.16,87.37,31.81,18.89,9,0
40.77,36.73,3.89,4.91,-0.33,25.63,308.28,18.68,94.84,26.08,17.09,8,0
307.64,236.58,35.14,11.74,3.21,86.09,16.67,19.23,67.19,18.35,1.05,9,3
29.54,20.23,0.09,4.73,-0.44,47.53,414.0,20.3,75.66,34.03,16.52,9,0
153.64,134.01,12.64,10.52,2.24,79.83,37.92,31.79,89.11,16.54,1.11,7,2
337.37,160.08,41.02,12.19,4.3,88.39,18.76,33.17,90.41,25.1,0.81,6,3
79.11,68.79,7.6,7.61,0.81,69.72,129.62,18.61,73.82,37.58,4.14,4,1
181.92,96.92,14.3,10.72,1.54,75.95,56.04,31.54,82.46,35.62,0.75,8,2
12.97,3.44,1.37,1.37,-0.09,37.53,169.62,28.64,73.55,6.97,5.97,2,0
80.71,63.1,7.49,6.17,0.67,61.0,72.9,25.34,71.65,30.57,3.4,10,1
94.22,50.28,11.64,5.51,0.98,60.22,98.11,25.64,79.97,20.25,2.67,2,1
5.87,38.1,2.26,2.03,-0.08,47.29,227.52,22.29,63.93,24.24,15.33,8,0
196.3,127.73,15.26,10.46,1.76,79.17,38.18,20.46,66.46,7.21,0.95,9,2
109.4,40.83,5.46,6.37,0.82,62.37,77.17,24.78,67.87,17.34,2.31,9,1
282.21,212.85,38.8,13.44,4.39,89.07,35.05,29.99,85.97,28.72,0.28,6,3
27.58,33.64,4.98,2.72,-0.24,56.27,176.5,24.9,61.44,17.16,13.46,12,0
44.19,7.97,4.11,2.65,-0.49,49.3,338.54,22.79,62.58,37.95,8.85,10,0
165.1,111.51,17.79,8.06,2.04,89.02,62.84,24.42,88.34,38.55,0.57,7,2
291.94,215.46,35.07,12.58,4.28,85.04,14.87,21.03,91.78,27.67,0.85,7,3
162.8,87.83,18.38,10.13,1.79,82.72,25.25,33.49,63.26,14.22,1.81,9,2
6.59,15.32,1.02,3.58,0.3,20.48,316.37,33.54,77.71,24.03,12.75,1,0
103.99,71.7,5.64,5.17,0.86,63.89,108.2,18.37,61.41,33.95,3.05,1,1
0.21,37.63,4.15,1.31,-0.02,29.32,205.61,19.94,81.05,19.04,17.86,4,0
102.28,68.62,8.65,7.47,0.6,73.45,57.13,29.13,73.3,11.9,4.84,6,1
10.51,5.45,0.12,4.74,0.24,22.02,169.23,22.78,67.14,38.1,5.37,10,0
176.66,80.33,19.95,10.27,2.02,81.08,53.31,18.6,89.26,36.38,1.01,6,2
3.64,37.31,1.97,4.17,-0.28,45.85,449.32,32.12,80.0,26.26,3.71,8,0
24.19,11.78,1.29,1.1,-0.27,42.16,100.64,32.98,80.78,26.28,7.81,2,0
73.79,68.99,5.46,5.95,0.68,71.86,81.88,33.06,81.56,13.15,3.69,7,1
142.58,128.77,12.95,10.27,1.15,81.7,64.04,22.86,90.27,35.98,0.85,6,2
373.23,235.44,29.16,11.13,4.45,85.22,38.17,18.17,84.12,39.32,0.62,9,3
170.29,118.0,15.6,9.59,2.12,87.39,61.79,31.95,79.67,28.5,2.35,9,2
44.27,2.66,4.77,2.13,-0.19,23.67,144.91,34.05,81.38,30.05,15.35,1,0
89.24,54.22,8.98,5.77,0.61,64.21,62.29,32.48,73.34,31.18,2.63,4,1
211.28,152.04,29.79,11.37,4.41,95.37,14.06,34.7,90.95,26.03,0.92,9,3
286.71,239.1,28.13,13.2,3.97,85.24,17.64,34.95,64.28,24.0,0.13,8,3
23.92,23.42,2.71,1.34,-0.45,24.22,334.24,21.97,82.32,33.7,12.25,6,0
114.84,66.04,11.4,7.55,0.61,61.43,87.08,29.32,80.7,14.62,3.84,3,1
12.15,25.69,1.38,1.87,-0.3,39.63,486.44,22.84,72.72,21.26,17.15,12,0
174.43,103.27,17.28,10.81,1.28,82.98,34.08,30.26,88.04,38.01,2.21,6,2
7.22,9.32,4.53,1.15,-0.32,32.38,346.75,21.71,65.75,13.29,12.08,9,0
0.71,31.28,4.06,1.65,0.09,37.34,195.84,21.03,86.49,6.67,13.56,4,0
194.89,136.45,13.4,10.62,2.11,78.79,24.04,33.51,82.16,30.24,1.04,6,2
108.54,48.62,5.84,7.55,0.41,74.62,134.25,34.68,63.41,15.61,3.25,11,1
23.17,19.92,2.71,2.2,0.03,45.8,331.13,26.11,72.47,22.19,4.93,1,0
16.8,18.63,3.87,4.66,-0.35,56.89,378.25,21.4,61.94,24.9,13.38,1,0
42.48,17.5,4.84,4.82,0.12,57.3,382.84,22.02,72.09,31.35,18.22,10,0
62.14,52.05,10.15,5.49,0.54,70.0,143.77,26.78,62.87,18.27,1.76,8,1
32.12,20.07,1.8,1.56,-0.39,48.46,251.06,23.54,94.42,12.19,19.34,8,0
135.26,121.64,16.82,8.55,1.41,81.13,61.95,27.05,86.89,31.53,1.78,8,2
87.25,56.09,6.13,5.36,0.83,73.91,95.83,33.55,63.15,31.97,3.81,6,1
97.69,79.43,11.6,7.14,0.67,62.42,88.42,30.33,82.24,29.99,3.55,2,1
39.1,8.27,1.43,2.97,-0.14,40.82,317.91,20.98,86.9,19.0,8.64,9,0
175.11,87.99,16.02,10.34,1.33,88.07,23.18,28.47,71.03,30.23,2.06,8,2
36.06,14.38,3.95,1.55,-0.21,38.56,269.54,25.56,94.61,11.76,10.36,12,0
326.93,184.77,34.72,11.58,2.77,90.27,12.95,33.17,78.58,21.92,0.44,8,3
52.05,42.33,9.73,7.3,0.8,71.06,60.46,21.09,63.43,31.5,3.93,3,1
74.63,52.63,9.28,5.4,0.48,60.63,57.26,18.33,68.59,27.92,2.35,9,1
72.28,59.56,11.02,6.78,0.79,65.47,123.85,20.03,80.04,13.99,3.83,7,1
1.33,29.41,3.13,3.32,0.09,47.01,182.35,20.14,64.54,28.67,8.99,5,0
149.6,96.74,13.44,9.66,1.32,78.01,79.43,30.72,87.79,38.91,2.1,7,2
74.22,66.89,11.66,6.46,0.63,69.82,60.35,33.62,83.45,5.47,2.39,10,1
117.18,44.0,8.38,5.15,0.65,63.78,141.11,28.78,90.11,39.43,2.89,1,1
45.67,29.57,1.82,2.2,0.05,36.97,191.73,32.81,62.4,17.89,10.31,5,0
8.24,6.82,4.74,2.78,0.13,45.58,370.57,21.98,87.54,38.98,5.24,12,0
115.53,72.41,6.09,6.17,0.77,74.08,148.77,27.75,86.48,14.56,4.17,12,1
89.11,65.0,5.68,7.86,0.85,65.61,106.28,18.7,68.78,29.14,1.67,2,1
170.38,92.98,16.15,9.79,1.79,78.9,50.91,34.94,91.41,21.22,1.48,8,2
135.22,139.82,14.26,8.25,2.04,84.14,79.99,25.29,83.68,33.62,2.1,7,2
128.5,109.24,17.08,8.31,1.78,83.66,64.55,22.99,79.93,39.41,0.97,6,2
177.2,94.93,19.28,8.46,1.94,75.43,58.62,25.64,72.08,11.05,1.05,8,2
163.46,110.71,12.44,9.72,2.35,86.7,67.18,24.09,68.16,16.06,0.82,7,2
377.74,161.95,38.41,12.59,3.91,94.98,8.06,33.84,71.22,25.79,0.81,7,3
54.97,63.81,6.54,5.91,0.39,63.73,132.13,34.15,61.71,32.73,3.74,7,1
121.27,113.47,15.04,9.52,1.84,79.7,37.71,32.81,66.74,8.42,1.97,9,2
137.1,91.82,15.3,8.68,1.88,80.57,46.93,21.46,65.45,35.81,1.57,7,2
123.68,128.48,13.42,9.54,2.21,78.81,34.75,33.21,60.02,36.55,1.31,6,2
33.08,39.15,1.87,1.07,-0.3,53.24,445.84,19.92,87.84,37.15,16.06,1,0
44.46,26.62,3.08,3.5,-0.26,36.61,419.72,25.99,60.69,30.67,8.21,12,0
403.27,173.56,34.67,13.74,3.14,95.66,5.33,30.92,86.65,32.61,0.11,9,3
108.59,54.93,11.12,5.64,0.53,62.26,112.06,28.43,86.66,24.1,2.97,12,1
0.62,18.75,1.51,3.39,-0.26,32.0,397.28,33.35,89.83,28.37,3.82,6,0
187.44,108.21,15.12,9.18,1.92,76.86,54.77,25.46,93.36,26.29,1.83,6,2
30.63,23.42,2.74,3.56,-0.29,23.39,147.71,26.5,89.42,29.55,6.82,7,0
10.86,4.26,0.65,1.25,-0.43,37.28,228.35,32.79,87.47,23.57,15.01,11,0
105.64,60.11,9.04,6.48,0.44,70.84,78.08,28.97,66.2,37.92,1.59,5,1
261.91,178.29,42.39,13.9,3.39,89.17,23.41,22.65,85.78,6.81,1.06,6,3
94.54,73.97,9.69,7.2,0.46,65.57,64.73,25.75,94.9,26.39,3.27,7,1
132.36,109.24,15.44,9.79,2.5,86.54,43.87,20.9,61.07,12.16,2.16,7,2
43.92,21.26,3.02,1.36,-0.25,37.07,265.56,22.8,66.37,25.39,16.23,4,0
56.4,69.86,5.09,6.93,0.43,63.49,113.56,31.22,67.9,11.16,4.98,11,1
86.66,67.71,5.31,6.11,0.45,61.49,73.41,34.54,70.03,13.08,2.17,8,1
116.51,57.15,5.55,5.36,0.84,61.02,140.78,33.28,87.07,35.49,2.49,9,1
25.68,32.12,1.87,2.55,-0.42,56.58,136.41,25.02,74.2,28.78,14.02,10,0
164.95,94.32,17.44,10.22,1.36,80.67,52.06,24.62,70.42,8.5,1.49,6,2
126.8,86.39,13.02,10.71,1.79,86.87,26.92,31.96,67.87,35.6,2.36,6,2
87.25,50.66,11.3,7.78,0.58,73.35,88.39,26.09,64.29,37.48,4.08,3,1
161.2,128.84,17.78,9.85,1.23,87.54,76.15,26.3,69.06,31.41,0.77,8,2
47.89,37.71,3.93,4.97,-0.06,58.51,130.24,21.83,66.85,9.93,9.22,10,0
43.1,35.74,0.97,1.52,0.28,54.73,457.29,27.21,82.62,24.09,18.07,4,0
19.49,19.2,0.69,1.32,0.16,59.07,261.89,19.12,91.2,21.23,4.49,10,0
141.63,129.37,16.15,9.39,1.47,83.71,63.79,28.7,84.48,29.89,1.32,6,2
7.68,30.58,3.62,3.26,-0.13,55.53,406.68,31.83,82.5,21.03,16.8,3,0
43.18,37.17,1.52,4.46,0.13,57.23,198.3,22.67,88.84,5.19,12.81,7,0
172.55,130.71,12.66,9.9,1.32,76.74,73.57,22.14,73.54,39.06,1.78,9,2
61.64,51.25,8.65,5.83,0.45,61.32,65.57,30.22,61.6,12.11,4.19,12,1
65.43,65.03,9.0,5.55,0.34,69.07,126.37,21.86,83.33,7.8,3.33,11,1
39.72,3.96,1.36,4.42,-0.22,58.92,491.89,18.7,84.68,20.78,7.56,5,0
28.25,27.56,4.37,3.55,0.11,26.4,284.62,22.19,85.43,39.71,3.16,8,0
351.49,192.94,38.53,11.99,3.49,96.91,38.45,22.46,68.14,15.42,1.4,7,3
20.27,10.77,0.99,4.13,0.23,34.81,400.51,32.38,66.4,38.47,18.25,7,0
19.91,3.67,1.68,3.09,0.09,20.13,286.92,32.5,85.04,25.62,8.05,1,0
85.82,46.28,7.64,5.01,0.91,61.27,109.73,27.12,92.34,13.26,4.95,12,1
90.31,65.81,5.12,7.88,0.33,62.15,51.4,33.85,83.31,33.79,3.48,5,1
80.46,77.49,9.94,6.89,0.33,73.56,140.94,18.12,62.0,12.88,4.23,12,1
75.65,62.38,9.66,7.93,0.81,69.66,83.51,22.9,86.9,12.18,1.62,9,1
176.88,102.92,19.29,8.83,1.31,80.46,59.01,20.25,88.48,33.45,2.22,7,2
83.96,66.76,7.59,5.64,0.92,74.72,52.0,23.81,69.69,16.75,3.41,9,1
343.15,241.62,29.83,12.9,4.29,92.64,26.52,33.0,63.09,16.79,1.1,7,3
186.7,103.7,16.51,8.68,1.93,75.18,49.32,33.61,73.35,31.78,1.79,7,2
156.07,113.52,12.02,9.1,1.21,85.35,48.74,25.95,67.34,37.38,1.1,6,2
89.01,69.71,6.96,6.69,0.36,66.2,125.02,34.84,69.73,22.44,3.93,8,1
156.52,86.45,14.19,9.21,2.12,76.09,59.57,29.12,86.62,11.24,1.93,7,2
24.1,7.84,3.05,2.12,-0.33,40.66,102.2,21.72,61.29,8.78,3.13,10,0
42.3,32.5,2.38,4.41,-0.3,20.7,347.68,27.64,91.48,38.95,10.78,11,0
58.97,48.95,10.15,7.03,0.98,60.22,125.08,33.35,80.17,20.63,3.27,3,1
13.71,4.54,0.57,2.39,0.11,44.32,141.03,28.22,93.63,28.46,17.49,5,0
15.51,20.27,2.92,1.27,0.02,39.56,314.76,23.82,66.09,24.31,17.16,6,0
3.89,16.04,2.97,2.15,0.18,26.04,246.85,24.88,61.39,14.54,5.12,2,0
171.14,131.21,17.9,10.65,1.65,86.21,79.99,19.94,78.14,25.56,1.95,6,2
4.92,38.27,3.0,3.91,-0.25,35.73,194.77,21.04,87.91,28.71,4.65,7,0
19.05,30.98,2.09,4.89,0.09,20.62,451.99,20.39,85.71,35.27,4.71,10,0
70.35,56.75,8.12,7.73,0.37,64.2,103.76,28.72,92.96,32.85,3.94,5,1
98.58,70.71,11.27,6.06,0.97,69.56,128.77,21.49,62.5,30.42,3.95,11,1
100.66,73.74,8.26,7.36,0.64,65.8,102.61,30.36,72.49,25.0,3.87,9,1
334.14,216.58,22.09,11.12,3.02,89.02,29.07,24.37,82.89,10.72,0.9,6,3
218.39,145.88,43.44,12.59,3.73,91.27,8.28,30.7,70.91,15.72,1.18,8,3
120.76,137.54,16.12,10.95,1.09,83.75,40.96,24.14,69.12,35.01,2.19,7,2
21.72,28.94,0.05,3.36,-0.01,45.51,196.81,19.55,66.97,35.71,15.14,4,0
25.66,3.38,2.35,4.73,0.08,23.1,189.68,33.21,61.15,33.44,14.45,12,0
42.26,24.09,2.27,2.63,-0.1,21.62,457.12,21.09,64.21,10.03,19.97,8,0
13.23,2.66,2.6,2.25,0.07,48.94,232.84,22.4,85.45,5.56,14.38,10,0
43.53,3.34,1.06,4.01,-0.46,39.7,276.84,24.71,78.55,10.65,8.68,10,0
129.0,124.16,14.2,9.92,1.51,89.97,35.81,33.82,60.86,29.38,1.06,8,2
19.57,38.47,3.82,2.28,0.26,45.83,282.18,24.98,68.15,18.53,10.96,8,0
32.18,38.89,4.89,2.88,-0.37,28.08,455.84,28.33,86.82,30.9,18.5,10,0
28.27,17.69,3.99,3.9,0.05,33.62,421.99,20.71,71.75,7.69,3.89,11,0
165.46,96.48,15.8,9.0,1.87,88.34,54.16,26.82,61.79,13.15,1.76,7,2
35.64,1.85,1.33,2.99,-0.16,27.67,233.53,29.38,62.51,31.16,15.37,9,0
410.97,221.65,24.2,11.36,2.64,94.41,37.51,20.03,77.93,17.21,0.7,7,3
22.12,1.84,2.72,2.35,-0.12,44.53,447.52,25.38,88.68,36.7,14.25,7,0
15.3,26.7,3.53,4.75,-0.32,38.73,200.21,24.85,73.09,14.47,4.36,11,0
99.16,79.71,5.92,5.82,0.58,66.33,91.1,30.14,81.28,15.83,4.68,10,1
25.05,14.01,3.86,3.49,-0.12,51.17,194.06,32.71,90.75,32.43,15.81,5,0
73.6,50.5,5.85,6.53,0.71,65.39,97.54,28.9,91.54,10.74,2.77,1,1
30.68,37.8,0.24,1.0,-0.02,31.36,452.22,22.93,69.43,10.07,8.56,6,0
12.02,16.26,4.33,4.76,0.29,58.37,102.38,20.51,72.21,34.05,3.81,3,0
3.88,15.67,0.77,2.51,0.0,41.89,192.47,28.44,90.13,31.36,8.84,9,0
189.94,132.97,13.82,10.69,1.51,79.64,63.61,18.9,73.08,30.25,1.11,7,2
307.73,248.32,25.39,13.14,3.57,95.62,21.69,33.81,85.63,32.16,1.2,6,3
11.06,39.47,1.53,1.51,-0.06,54.32,371.22,27.55,85.02,30.48,8.03,9,0
6.46,37.84,3.56,3.97,-0.1,38.99,144.01,22.2,94.2,32.88,12.52,11,0
128.36,114.61,15.71,8.36,2.47,78.22,24.03,30.56,61.14,28.06,1.69,7,2
5.28,7.53,2.5,4.17,-0.38,46.39,229.43,29.25,76.34,33.42,8.8,11,0
200.19,205.36,37.98,12.86,2.66,87.83,13.76,25.87,77.04,37.72,1.26,8,3
67.84,71.19,6.79,5.45,0.54,68.97,64.2,32.67,70.26,20.76,3.77,2,1
1.61,28.43,4.15,3.54,0.22,47.92,248.38,33.72,63.63,24.0,6.08,1,0
427.3,230.16,42.2,11.6,3.07,88.76,18.2,27.26,65.6,29.19,0.65,6,3
0.93,35.55,1.13,4.72,0.07,50.51,180.58,26.86,66.02,15.69,6.98,10,0
136.85,112.73,13.44,9.04,2.4,77.19,57.94,20.05,71.41,24.7,1.69,6,2
179.42,105.53,14.77,9.11,2.48,75.6,72.02,25.46,85.38,22.03,1.66,9,2
97.61,49.23,8.2,5.57,0.34,65.68,86.29,25.59,71.67,25.32,4.98,10,1
145.48,105.51,18.43,8.27,2.29,79.67,20.09,19.52,63.23,29.25,0.97,6,2
6.65,0.89,0.25,2.05,-0.45,34.76,433.11,30.37,63.29,28.08,8.55,7,0
27.76,23.52,2.13,3.46,-0.43,23.51,168.73,21.64,69.91,19.01,11.81,9,0
109.12,64.02,5.94,6.17,0.98,65.27,136.78,23.68,72.28,6.81,1.83,9,1
33.21,17.06,4.45,4.38,-0.08,47.66,453.34,23.33,86.38,12.7,11.43,1,0
48.53,22.2,0.91,1.52,-0.03,45.32,121.21,31.52,61.74,34.93,7.13,10,0
66.29,55.76,8.76,5.57,0.48,61.87,121.34,21.74,77.76,7.39,2.77,1,1
145.25,118.69,15.16,10.14,1.3,88.35,37.24,18.99,63.9,23.06,1.24,6,2
59.59,48.08,7.86,6.23,0.52,62.23,50.44,34.04,76.93,39.83,4.9,7,1
111.77,44.23,11.92,6.33,0.33,60.57,124.62,31.64,63.69,6.24,3.81,4,1
8.09,13.98,4.86,4.68,-0.34,49.02,331.61,24.32,77.01,28.37,3.85,2,0
117.36,52.02,11.03,7.8,0.82,63.47,83.4,32.13,89.74,27.14,1.63,11,1
151.79,94.76,13.81,10.55,1.46,80.08,31.82,22.16,68.66,38.04,2.42,9,2
179.58,123.67,15.28,9.9,1.87,81.32,55.83,21.28,91.7,6.87,2.39,7,2
45.08,6.76,4.41,3.29,0.19,38.96,471.05,27.43,64.4,20.65,6.6,8,0
73.75,61.19,9.67,6.05,1.0,68.46,132.45,32.5,66.08,12.79,4.04,7,1
15.23,39.9,3.29,4.69,-0.15,48.41,283.88,26.83,74.96,39.32,8.58,11,0
183.57,124.86,15.53,10.2,1.94,87.81,68.15,24.44,61.22,8.57,0.58,8,2
70.7,70.41,6.68,7.05,0.51,60.13,113.34,29.21,92.4,38.92,1.9,12,1
8.49,26.1,3.06,4.15,-0.3,50.55,375.19,27.27,65.15,20.84,8.49,2,0
223.14,219.39,23.51,12.17,3.32,87.06,37.29,33.19,90.93,16.09,0.1,8,3
8.23,21.36,2.42,3.77,-0.28,29.77,167.32,27.49,74.13,7.27,6.72,10,0
41.56,26.97,0.03,3.51,0.15,43.63,269.89,28.54,82.4,38.85,12.93,9,0
105.97,49.1,6.17,5.06,0.46,60.36,84.55,27.86,73.43,8.28,2.01,5,1
113.22,64.15,9.04,6.68,0.56,71.78,75.28,33.2,71.81,30.53,4.79,5,1
308.65,193.69,43.19,12.56,3.48,92.52,29.12,31.96,75.24,7.53,0.25,8,3
13.9,0.07,0.6,4.0,-0.32,59.77,167.13,29.99,71.27,16.58,16.41,4,0
335.25,248.33,43.47,12.36,2.9,87.14,13.4,22.64,71.95,20.71,1.09,9,3
439.14,232.78,37.21,11.88,4.33,88.58,33.03,28.25,88.11,32.71,1.39,6,3
68.17,51.7,9.94,7.21,0.51,65.18,149.11,24.88,62.19,33.74,1.86,2,1
105.46,40.97,9.27,7.19,1.0,70.18,73.18,28.9,78.31,36.47,1.88,4,1
158.42,132.22,14.88,10.78,2.05,78.86,53.85,20.34,80.69,16.02,1.57,6,2
3.16,4.71,1.14,2.37,-0.2,33.85,195.62,32.03,69.79,37.98,11.67,2,0
135.84,135.25,15.53,10.23,1.82,78.85,60.27,31.08,81.14,39.67,2.42,6,2
273.96,140.12,26.8,11.65,3.82,93.24,25.77,30.39,71.32,28.28,0.12,7,3
102.26,72.19,10.16,7.78,0.61,62.6,54.78,20.43,79.53,11.47,2.36,5,1
138.15,127.72,17.05,9.76,1.53,82.24,55.84,29.87,75.18,12.08,1.44,6,2
159.69,105.86,19.63,8.62,1.47,79.62,37.34,34.82,91.11,16.48,1.44,7,2
421.31,148.75,30.65,12.6,2.75,95.51,10.2,19.17,78.36,25.9,0.64,8,3
315.29,174.23,32.26,13.32,2.84,94.98,31.23,32.72,64.63,25.84,0.86,7,3
55.21,72.66,11.08,6.92,0.61,69.93,120.67,34.25,78.0,32.95,4.63,10,1
193.19,90.17,18.54,10.8,2.41,88.71,52.79,18.12,62.13,20.01,1.21,7,2
145.21,96.57,19.85,9.58,2.36,77.46,58.57,34.11,71.81,30.37,2.12,7,2
147.7,85.13,14.37,8.41,1.7,77.34,47.77,30.56,60.96,24.42,0.94,6,2
23.6,34.11,3.23,1.18,-0.07,20.69,411.41,26.02,87.95,6.63,8.58,8,0
163.87,87.68,19.06,9.18,2.24,86.82,57.47,34.65,65.07,30.38,1.49,6,2
105.74,53.31,9.15,6.48,0.96,71.21,123.05,27.34,76.34,37.47,1.66,10,1
330.51,230.91,34.41,13.62,3.94,93.36,24.78,25.13,63.38,6.4,1.11,7,3
65.73,47.81,6.16,7.33,0.46,67.9,95.15,32.91,90.37,20.79,3.53,9,1
22.04,23.39,4.08,4.95,-0.19,21.9,420.47,21.38,77.32,30.98,13.27,5,0
8.86,27.8,3.08,2.93,-0.19,56.36,111.65,33.33,75.62,24.27,16.07,7,0
24.31,29.36,3.87,4.14,-0.32,27.7,336.0,23.43,63.66,30.09,15.6,4,0
159.1,123.89,15.05,9.04,2.26,75.53,78.48,25.35,81.98,9.3,1.8,7,2
155.23,134.07,18.01,9.47,1.9,79.88,79.02,18.75,71.43,26.82,1.83,6,2
10.16,30.47,1.93,3.05,-0.11,43.09,446.23,24.93,88.96,31.76,19.67,4,0
174.58,120.58,16.06,8.83,1.94,89.43,70.04,18.39,77.46,32.15,0.72,7,2
347.13,141.22,21.49,13.98,2.64,85.6,17.36,23.42,74.35,27.19,1.46,6,3
96.29,41.54,7.58,7.94,0.59,67.53,140.99,27.9,87.92,35.25,4.01,4,1
